Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,11.2,9.4,77,NNE,6 3,7 4,1015.3,0.0,2025-06-02
11:00 pm,10.5,8.8,81,NE,6 3,7 4,1015.3,0.0,2025-06-02
10:30 pm,10.4,9.3,79,NE,2 1,6 3,1015.4,0.0,2025-06-02
10:00 pm,10.5,10.1,85,CALM,0 0,0 0,1015.5,0.0,2025-06-02
9:30 pm,11.1,10.7,82,CALM,0 0,6 3,1015.4,0.0,2025-06-02
9:00 pm,11.1,9.4,79,NNE,6 3,7 4,1015.3,0.0,2025-06-02
8:30 pm,11.4,9.8,79,ENE,6 3,6 3,1015.4,0.0,2025-06-02
8:00 pm,11.4,10.8,77,CALM,0 0,0 0,1015.3,0.0,2025-06-02
7:30 pm,12.1,11.2,74,NE,2 1,7 4,1014.9,0.0,2025-06-02
7:00 pm,13.0,12.4,69,CALM,0 0,0 0,1014.7,0.0,2025-06-02
6:30 pm,13.9,13.3,65,CALM,0 0,0 0,1014.5,0.0,2025-06-02
6:00 pm,15.2,14.6,59,CALM,0 0,0 0,1014.4,0.0,2025-06-02
