Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,15.3,11.1,46,NNE,15 8,20 11,1025.3,0.0,2023-08-02
11:00 pm,14.3,11.0,51,NNE,11 6,19 10,1025.5,0.0,2023-08-02
10:30 pm,14.4,11.1,52,NE,11 6,17 9,1025.6,0.0,2023-08-02
10:00 pm,14.4,10.2,56,NE,17 9,24 13,1025.3,0.0,2023-08-02
9:30 pm,14.1,10.5,61,NE,15 8,22 12,1025.2,0.0,2023-08-02
9:00 pm,14.6,11.4,59,NE,13 7,20 11,1025.5,0.0,2023-08-02
8:30 pm,14.6,11.4,60,NE,13 7,24 13,1025.7,0.0,2023-08-02
8:00 pm,14.9,11.4,59,NE,15 8,22 12,1025.8,0.0,2023-08-02
7:30 pm,15.0,11.9,59,NE,13 7,19 10,1025.9,0.0,2023-08-02
7:00 pm,15.6,12.8,56,NE,11 6,17 9,1026.0,0.0,2023-08-02
6:30 pm,16.1,13.7,54,NE,9 5,15 8,1026.1,0.0,2023-08-02
6:00 pm,16.2,14.1,53,NNE,7 4,11 6,1026.0,0.0,2023-08-02
5:30 pm,17.1,14.5,49,N,9 5,15 8,1026.0,0.0,2023-08-02
5:00 pm,18.2,15.7,46,N,9 5,17 9,1025.9,0.0,2023-08-02
4:30 pm,18.7,15.3,43,N,13 7,26 14,1025.9,0.0,2023-08-02
4:00 pm,19.1,15.7,42,N,13 7,24 13,1026.1,0.0,2023-08-02
3:30 pm,19.2,15.5,43,N,15 8,22 12,1026.1,0.0,2023-08-02
3:00 pm,19.1,15.1,44,N,17 9,26 14,1026.4,0.0,2023-08-02
2:30 pm,18.8,14.9,46,N,17 9,24 13,1026.9,0.0,2023-08-02
2:00 pm,19.0,16.1,49,N,13 7,20 11,1027.2,0.0,2023-08-02
1:30 pm,18.5,14.4,45,N,17 9,24 13,1027.8,0.0,2023-08-02
1:00 pm,18.4,15.1,51,N,15 8,24 13,1028.3,0.0,2023-08-02
12:30 pm,18.1,15.3,54,N,13 7,19 10,1028.9,0.0,2023-08-02
12:00 pm,17.6,14.4,55,N,15 8,24 13,1029.5,0.0,2023-08-02
11:30 am,17.2,14.4,56,N,13 7,22 12,1029.8,0.0,2023-08-02
11:00 am,16.9,13.7,57,N,15 8,28 15,1030.0,0.0,2023-08-02
10:30 am,16.3,12.8,55,N,15 8,22 12,1030.1,0.0,2023-08-02
10:00 am,16.1,13.5,58,N,11 6,20 11,1030.2,0.0,2023-08-02
9:30 am,15.4,12.7,58,NNE,11 6,17 9,1030.1,0.0,2023-08-02
9:00 am,14.4,11.6,61,NE,11 6,19 10,1030.1,0.0,2023-08-02
8:30 am,13.1,9.9,65,NE,13 7,19 10,1030.0,0.0,2023-08-02
8:00 am,11.9,8.6,68,NE,13 7,19 10,1030.0,0.0,2023-08-02
7:30 am,10.9,7.9,71,NE,11 6,17 9,1029.9,0.0,2023-08-02
7:00 am,10.6,7.6,72,NE,11 6,20 11,1029.6,0.0,2023-08-02
6:30 am,11.1,8.1,70,NE,11 6,17 9,1029.1,0.0,2023-08-02
6:00 am,10.5,7.9,74,NE,9 5,13 7,1029.0,0.0,2023-08-02
