Time (ACDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,23.8,19.9,30,NE,15 8,22 12,1009.6,0.0,2025-10-18
11:00 pm,23.5,20.1,32,NE,13 7,22 12,1010.0,0.0,2025-10-18
10:30 pm,23.4,19.7,33,NE,15 8,20 11,1010.4,0.0,2025-10-18
10:00 pm,23.2,20.2,33,NE,11 6,20 11,1010.5,0.0,2025-10-18
9:30 pm,23.0,20.1,35,NE,11 6,17 9,1010.1,0.0,2025-10-18
9:00 pm,24.3,21.6,30,NE,9 5,13 7,1010.0,0.0,2025-10-18
8:30 pm,24.2,21.7,28,NE,7 4,9 5,1010.3,0.0,2025-10-18
8:00 pm,24.8,22.3,26,NNE,6 3,9 5,1010.2,0.0,2025-10-18
7:30 pm,25.7,22.7,25,NNW,9 5,13 7,1010.2,0.0,2025-10-18
7:00 pm,26.6,23.9,26,NNW,9 5,13 7,1010.1,0.0,2025-10-18
