Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,8.9,4.9,65,NNW,13 7,19 10,1023.4,0.0,2024-09-04
11:00 pm,7.7,3.2,69,NW,15 8,20 11,1023.8,0.0,2024-09-04
10:30 pm,8.8,7.1,61,CALM,0 0,0 0,1023.8,0.0,2024-09-04
10:00 pm,8.6,5.1,61,NE,9 5,13 7,1023.4,0.0,2024-09-04
9:30 pm,10.2,6.4,56,NNE,11 6,15 8,1023.4,0.0,2024-09-04
9:00 pm,10.3,6.1,55,N,13 7,17 9,1023.3,0.0,2024-09-04
8:30 pm,11.8,8.3,48,NNE,9 5,13 7,1023.3,0.0,2024-09-04
8:00 pm,12.0,7.7,48,NNE,13 7,17 9,1023.2,0.0,2024-09-04
7:30 pm,12.3,7.3,48,NNE,17 9,19 10,1023.2,0.0,2024-09-04
7:00 pm,11.9,8.0,47,N,11 6,15 8,1023.2,0.0,2024-09-04
6:30 pm,12.9,7.8,44,NNW,17 9,19 10,1023.1,0.0,2024-09-04
6:00 pm,14.8,8.4,39,NW,24 13,35 19,1023.1,0.0,2024-09-04
5:30 pm,15.4,8.3,39,NNW,28 15,35 19,1023.0,0.0,2024-09-04
5:00 pm,16.4,10.0,41,NNW,26 14,37 20,1023.0,0.0,2024-09-04
4:30 pm,17.2,10.8,33,NNW,24 13,33 18,1023.0,0.0,2024-09-04
4:00 pm,18.1,10.5,30,NNW,30 16,37 20,1023.2,0.0,2024-09-04
3:30 pm,17.9,12.7,30,NNW,17 9,35 19,1023.4,0.0,2024-09-04
3:00 pm,18.3,10.3,25,NNW,30 16,39 21,1023.8,0.0,2024-09-04
2:30 pm,19.4,11.9,25,NNW,28 15,41 22,1023.9,0.0,2024-09-04
2:00 pm,19.0,10.7,27,NNW,33 18,41 22,1024.2,0.0,2024-09-04
1:30 pm,19.2,11.4,26,NNW,30 16,35 19,1024.6,0.0,2024-09-04
1:00 pm,18.8,10.9,25,NNW,30 16,35 19,1025.2,0.0,2024-09-04
12:30 pm,17.5,10.5,30,NW,26 14,35 19,1025.6,0.0,2024-09-04
12:00 pm,17.2,10.3,31,NNW,26 14,35 19,1026.1,0.0,2024-09-04
11:30 am,16.5,10.9,35,NW,20 11,32 17,1026.9,0.0,2024-09-04
11:00 am,15.2,9.9,44,NW,20 11,32 17,1027.6,0.0,2024-09-04
10:30 am,13.1,10.0,53,W,9 5,13 7,1028.3,0.0,2024-09-04
10:00 am,10.5,8.1,66,WNW,6 3,9 5,1028.5,0.0,2024-09-04
9:30 am,8.7,6.2,72,SW,6 3,9 5,1028.6,0.0,2024-09-04
9:00 am,6.4,3.8,85,NNW,7 4,9 5,1028.9,0.0,2024-09-04
8:30 am,4.5,3.1,95,CALM,0 0,0 0,1029.2,0.0,2024-09-04
8:00 am,1.5,-0.6,99,NE,2 1,7 4,1029.4,0.0,2024-09-04
7:30 am,0.0,-3.7,99,NE,9 5,11 6,1029.4,0.0,2024-09-04
7:00 am,-1.1,-4.4,99,NE,6 3,7 4,1029.3,0.0,2024-09-04
6:30 am,-1.9,-4.2,99,CALM,0 0,0 0,1029.1,0.0,2024-09-04
6:00 am,-1.3,-3.5,99,CALM,0 0,0 0,1028.8,0.0,2024-09-04
5:30 am,-2.4,-4.7,99,CALM,0 0,0 0,1028.8,0.0,2024-09-04
5:27 am,-2.1,-4.4,99,CALM,0 0,0 0,1028.8,0.0,2024-09-04
5:07 am,-1.3,-3.5,99,CALM,0 0,0 0,1028.8,0.0,2024-09-04
5:00 am,-1.5,-3.7,99,CALM,0 0,4 2,1028.9,0.0,2024-09-04
4:30 am,-1.6,-5.2,98,NE,7 4,9 5,1029.1,0.0,2024-09-04
4:00 am,-0.6,-2.7,99,CALM,0 0,0 0,1029.1,0.0,2024-09-04
3:30 am,-0.7,-2.8,99,CALM,0 0,0 0,1029.2,0.0,2024-09-04
3:00 am,-0.7,-3.9,99,NE,6 3,7 4,1029.1,0.0,2024-09-04
2:30 am,-0.3,-2.3,99,CALM,0 0,6 3,1029.4,0.0,2024-09-04
2:00 am,-1.0,-4.5,97,NE,7 4,7 4,1029.8,0.0,2024-09-04
1:30 am,0.5,-1.5,96,CALM,0 0,0 0,1030.2,0.0,2024-09-04
1:00 am,0.9,-1.0,99,CALM,0 0,0 0,1030.3,0.0,2024-09-04
12:30 am,0.1,-2.0,96,CALM,0 0,0 0,1030.3,0.0,2024-09-04
12:00 am,1.8,0.0,94,CALM,0 0,0 0,1030.2,0.0,2024-09-04
