Time (AWST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,13.5,10.6,62,SE,11 6,19 10,1026.4,0.2,2023-04-27
11:00 pm,13.7,10.8,62,SSE,11 6,17 9,1026.2,0.2,2023-04-27
10:30 pm,13.5,10.6,63,SSE,11 6,19 10,1026.2,0.2,2023-04-27
10:00 pm,13.8,10.9,62,SSE,11 6,17 9,1026.1,0.2,2023-04-27
9:30 pm,14.3,11.0,59,SSE,13 7,22 12,1025.6,0.2,2023-04-27
9:00 pm,14.6,11.3,58,S,13 7,20 11,1025.2,0.2,2023-04-27
8:30 pm,15.3,12.4,55,S,11 6,20 11,1024.8,0.2,2023-04-27
8:00 pm,15.8,12.5,54,S,13 7,24 13,1024.6,0.2,2023-04-27
7:30 pm,16.1,13.4,56,S,11 6,19 10,1024.3,0.2,2023-04-27
7:00 pm,16.2,13.1,56,SSW,13 7,28 15,1024.0,0.2,2023-04-27
6:30 pm,16.5,13.8,54,SSW,11 6,20 11,1023.5,0.2,2023-04-27
6:00 pm,16.5,14.5,54,SSW,7 4,17 9,1023.0,0.2,2023-04-27
5:30 pm,17.1,13.1,50,SSW,17 9,30 16,1022.6,0.2,2023-04-27
5:00 pm,17.7,14.6,50,SW,13 7,30 16,1022.3,0.2,2023-04-27
4:30 pm,18.7,15.4,50,SSW,15 8,24 13,1022.0,0.2,2023-04-27
