Time (AWST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,21.1,18.5,38,E,9 5,17 9,1024.8,0.0,2024-04-02
11:00 pm,21.1,19.1,40,ESE,7 4,17 9,1025.1,0.0,2024-04-02
10:30 pm,21.0,19.1,42,ESE,7 4,13 7,1025.1,0.0,2024-04-02
10:00 pm,19.6,19.4,56,SSW,2 1,7 4,1024.9,0.0,2024-04-02
9:30 pm,20.1,19.6,60,SSW,6 3,9 5,1024.8,0.0,2024-04-02
9:00 pm,20.3,19.9,61,SSW,6 3,9 5,1024.7,0.0,2024-04-02
8:30 pm,21.3,21.2,60,SSW,6 3,9 5,1024.5,0.0,2024-04-02
8:00 pm,22.1,21.9,59,SSW,7 4,13 7,1024.2,0.0,2024-04-02
7:30 pm,22.0,22.1,60,SSW,6 3,11 6,1024.0,0.0,2024-04-02
7:00 pm,21.7,22.8,60,CALM,0 0,0 0,1023.6,0.0,2024-04-02
6:30 pm,22.8,22.2,56,SSW,9 5,13 7,1023.2,0.0,2024-04-02
6:00 pm,23.5,22.5,53,SSW,11 6,17 9,1022.9,0.0,2024-04-02
5:30 pm,24.7,23.4,47,SW,11 6,19 10,1022.5,0.0,2024-04-02
5:00 pm,26.3,24.7,43,SW,13 7,19 10,1022.4,0.0,2024-04-02
4:30 pm,27.2,25.3,38,SW,13 7,22 12,1022.3,0.0,2024-04-02
4:00 pm,28.8,27.1,31,SSW,9 5,17 9,1022.4,0.0,2024-04-02
3:30 pm,28.4,26.4,29,SSE,9 5,15 8,1022.5,0.0,2024-04-02
3:00 pm,28.8,27.4,29,SSE,6 3,15 8,1022.6,0.0,2024-04-02
2:30 pm,28.8,27.5,31,SE,7 4,13 7,1022.8,0.0,2024-04-02
2:00 pm,27.6,25.8,32,SSE,9 5,19 10,1023.1,0.0,2024-04-02
1:30 pm,27.6,25.8,32,SW,9 5,19 10,1023.4,0.0,2024-04-02
1:00 pm,26.9,24.9,32,SSE,9 5,15 8,1023.9,0.0,2024-04-02
12:30 pm,26.1,23.8,34,SE,11 6,20 11,1024.3,0.0,2024-04-02
12:00 pm,25.1,23.1,35,SE,9 5,15 8,1024.6,0.0,2024-04-02
11:30 am,24.5,22.6,37,SE,9 5,17 9,1024.8,0.0,2024-04-02
11:00 am,23.4,21.3,42,E,11 6,15 8,1025.2,0.0,2024-04-02
10:30 am,22.1,19.9,44,E,11 6,17 9,1025.6,0.0,2024-04-02
10:00 am,20.9,18.7,48,ENE,11 6,20 11,1026.0,0.0,2024-04-02
9:30 am,19.8,17.1,50,ENE,13 7,20 11,1026.1,0.0,2024-04-02
9:00 am,18.5,16.2,54,E,11 6,22 12,1026.2,0.0,2024-04-02
8:30 am,17.3,14.9,57,ENE,11 6,20 11,1026.4,0.0,2024-04-02
8:00 am,16.9,14.9,59,ENE,9 5,19 10,1026.3,0.0,2024-04-02
7:30 am,15.8,13.8,63,E,9 5,17 9,1026.4,0.0,2024-04-02
7:00 am,14.6,13.1,66,ESE,6 3,11 6,1026.2,0.0,2024-04-02
6:30 am,14.4,12.8,66,E,6 3,13 7,1025.8,0.0,2024-04-02
6:00 am,14.6,13.0,65,ESE,6 3,11 6,1025.5,0.0,2024-04-02
5:30 am,14.8,13.2,64,E,6 3,11 6,1025.1,0.0,2024-04-02
5:00 am,15.3,13.2,63,E,9 5,17 9,1024.8,0.0,2024-04-02
4:30 am,15.5,13.4,62,ESE,9 5,15 8,1024.7,0.0,2024-04-02
