Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
6:00 am,7.9,7.4,99,CALM,0 0,0 0,1032.6,0.0,2024-05-08
5:30 am,8.0,6.4,99,S,6 3,7 4,1032.4,0.0,2024-05-08
5:00 am,7.4,5.6,99,SE,6 3,7 4,1032.2,0.0,2024-05-08
4:30 am,7.8,5.9,99,E,7 4,9 5,1032.1,0.0,2024-05-08
4:09 am,7.6,7.0,99,CALM,0 0,0 0,1032.2,0.0,2024-05-08
4:00 am,7.7,6.8,99,SSE,2 1,7 4,1032.1,0.0,2024-05-08
3:44 am,7.2,5.4,99,NE,6 3,7 4,1032.0,0.0,2024-05-08
3:30 am,7.3,5.5,99,NE,6 3,7 4,1032.0,0.0,2024-05-08
3:00 am,7.6,7.0,99,CALM,0 0,0 0,1032.1,0.0,2024-05-08
2:40 am,7.2,5.3,97,NE,6 3,7 4,1032.2,0.0,2024-05-08
2:30 am,8.2,6.4,99,SE,7 4,11 6,1032.2,0.0,2024-05-08
2:00 am,7.8,5.6,99,ESE,9 5,11 6,1032.3,0.0,2024-05-08
1:35 am,6.2,5.3,99,CALM,0 0,0 0,1032.4,0.0,2024-05-08
1:30 am,6.4,5.6,99,CALM,0 0,0 0,1032.5,0.0,2024-05-08
1:00 am,6.5,5.7,99,CALM,0 0,0 0,1032.5,0.0,2024-05-08
12:30 am,6.7,5.9,99,CALM,0 0,0 0,1032.4,0.0,2024-05-08
12:00 am,7.0,6.3,99,CALM,0 0,0 0,1032.5,0.0,2024-05-08
