Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,14.4,13.3,68,ESE,4 2,7 4,1028.6,0.0,2024-05-07
11:00 pm,14.7,13.4,63,ESE,4 2,9 5,1028.7,0.0,2024-05-07
10:30 pm,15.6,14.3,59,SE,4 2,11 6,1028.8,0.0,2024-05-07
10:00 pm,16.5,14.2,55,SE,9 5,24 13,1028.9,0.0,2024-05-07
9:30 pm,16.2,13.8,55,SSE,9 5,13 7,1028.9,0.0,2024-05-07
9:00 pm,16.3,14.0,56,SSE,9 5,15 8,1028.9,0.0,2024-05-07
8:30 pm,16.0,13.3,57,SE,11 6,17 9,1028.7,0.0,2024-05-07
8:00 pm,15.5,13.5,57,SE,7 4,13 7,1028.6,0.0,2024-05-07
7:30 pm,16.2,13.5,55,SE,11 6,17 9,1028.4,0.0,2024-05-07
7:00 pm,16.2,13.5,55,SE,11 6,20 11,1028.2,0.0,2024-05-07
6:30 pm,16.8,14.2,55,SE,11 6,20 11,1028.0,0.0,2024-05-07
6:00 pm,17.9,15.6,51,SE,9 5,19 10,1027.6,0.0,2024-05-07
5:30 pm,19.6,16.2,41,SE,13 7,22 12,1027.1,0.0,2024-05-07
5:00 pm,21.0,18.2,35,ESE,9 5,19 10,1026.7,0.0,2024-05-07
4:30 pm,21.6,18.0,34,ESE,13 7,20 11,1026.7,0.0,2024-05-07
4:00 pm,22.1,18.8,32,E,11 6,19 10,1026.8,0.0,2024-05-07
3:30 pm,22.4,18.8,32,ESE,13 7,20 11,1026.9,0.0,2024-05-07
3:00 pm,22.5,18.5,32,ESE,15 8,26 14,1026.9,0.0,2024-05-07
2:30 pm,22.6,19.0,32,ESE,13 7,24 13,1027.2,0.0,2024-05-07
2:00 pm,23.3,20.4,34,ESE,11 6,17 9,1027.4,0.0,2024-05-07
1:30 pm,22.9,20.3,34,E,9 5,15 8,1027.7,0.0,2024-05-07
1:00 pm,22.6,19.5,33,E,11 6,17 9,1028.2,0.0,2024-05-07
12:30 pm,22.8,20.5,37,ENE,9 5,19 10,1028.6,0.0,2024-05-07
12:00 pm,21.5,19.6,38,E,6 3,13 7,1029.1,0.0,2024-05-07
11:30 am,21.9,19.0,37,E,11 6,19 10,1029.4,0.0,2024-05-07
11:00 am,21.6,18.7,38,E,11 6,17 9,1029.8,0.0,2024-05-07
10:30 am,21.8,18.8,40,ESE,13 7,17 9,1029.9,0.0,2024-05-07
10:00 am,21.4,19.9,45,ENE,7 4,13 7,1030.1,0.0,2024-05-07
9:30 am,20.2,18.4,50,NE,9 5,15 8,1030.2,0.0,2024-05-07
9:00 am,19.4,17.6,52,ENE,9 5,13 7,1030.2,0.0,2024-05-07
8:30 am,18.0,16.6,57,ENE,7 4,11 6,1030.1,0.0,2024-05-07
8:00 am,14.4,12.8,68,ENE,7 4,9 5,1029.9,0.0,2024-05-07
7:30 am,12.9,11.3,73,ENE,6 3,7 4,1029.5,0.0,2024-05-07
7:00 am,13.2,10.9,69,NE,9 5,9 5,1029.3,0.0,2024-05-07
6:30 am,11.9,9.7,77,NE,9 5,9 5,1029.1,0.0,2024-05-07
6:00 am,12.6,10.7,71,NE,7 4,9 5,1028.8,0.0,2024-05-07
5:30 am,13.4,11.6,69,ENE,7 4,9 5,1028.8,0.0,2024-05-07
5:00 am,14.6,12.3,63,NE,9 5,11 6,1028.9,0.0,2024-05-07
4:30 am,14.2,12.3,65,ENE,7 4,13 7,1028.8,0.0,2024-05-07
4:00 am,14.2,12.3,64,E,7 4,11 6,1028.6,0.0,2024-05-07
3:30 am,14.7,12.8,63,ENE,7 4,11 6,1028.6,0.0,2024-05-07
3:00 am,14.2,12.0,65,NE,9 5,11 6,1028.6,0.0,2024-05-07
2:30 am,13.5,11.9,69,ENE,6 3,7 4,1028.8,0.0,2024-05-07
2:00 am,13.8,12.2,68,ENE,6 3,9 5,1029.0,0.0,2024-05-07
1:30 am,13.7,11.8,66,ENE,7 4,7 4,1029.0,0.0,2024-05-07
1:00 am,11.0,9.3,79,ESE,6 3,9 5,1029.1,0.0,2024-05-07
12:30 am,10.7,10.1,80,CALM,0 0,0 0,1029.3,0.0,2024-05-07
12:00 am,10.8,10.3,81,CALM,0 0,0 0,1029.3,0.0,2024-05-07
