Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,20.5,21.9,89,NNE,9 5,11 6,1008.4,0.2,2024-12-07
11:00 pm,21.0,22.7,85,NE,7 4,13 7,1008.3,0.2,2024-12-07
10:30 pm,20.8,22.5,87,ENE,7 4,17 9,1007.9,0.2,2024-12-07
10:00 pm,21.0,21.2,86,NNE,15 8,20 11,1007.9,0.2,2024-12-07
9:30 pm,21.1,20.4,86,N,20 11,26 14,1007.7,0.2,2024-12-07
9:00 pm,21.7,21.2,83,N,19 10,24 13,1007.4,0.2,2024-12-07
8:30 pm,22.6,21.3,80,N,24 13,32 17,1006.8,0.2,2024-12-07
8:00 pm,24.4,24.0,68,N,17 9,26 14,1006.4,0.2,2024-12-07
7:30 pm,26.9,27.5,60,N,13 7,15 8,1006.3,0.2,2024-12-07
7:00 pm,27.4,28.5,59,W,11 6,15 8,1006.3,0.2,2024-12-07
6:30 pm,26.1,27.3,61,SW,9 5,13 7,1006.1,0.2,2024-12-07
6:00 pm,25.5,25.7,62,W,13 7,17 9,1006.1,0.2,2024-12-07
5:30 pm,24.8,23.9,70,WSW,22 12,30 16,1006.2,0.2,2024-12-07
5:16 pm,27.6,26.2,59,W,24 13,32 17,1006.1,0.2,2024-12-07
5:06 pm,28.4,25.5,53,WNW,30 16,41 22,1005.9,0.2,2024-12-07
5:00 pm,28.7,25.9,53,WNW,30 16,41 22,1005.8,0.2,2024-12-07
4:30 pm,29.3,27.1,50,WNW,26 14,35 19,1005.3,0.2,2024-12-07
4:00 pm,29.7,26.1,47,WNW,32 17,46 25,1005.6,0.2,2024-12-07
3:30 pm,29.5,27.8,50,WNW,24 13,33 18,1006.0,0.2,2024-12-07
3:00 pm,30.6,28.8,51,WNW,28 15,35 19,1006.3,0.2,2024-12-07
2:30 pm,30.2,28.3,49,W,26 14,35 19,1006.7,0.2,2024-12-07
2:00 pm,29.3,28.1,55,WNW,24 13,33 18,1007.2,0.2,2024-12-07
1:30 pm,29.0,27.8,55,WNW,24 13,37 20,1007.7,0.2,2024-12-07
1:00 pm,28.2,26.8,60,NW,26 14,37 20,1008.3,0.2,2024-12-07
12:30 pm,26.8,25.2,63,WNW,26 14,35 19,1008.6,0.2,2024-12-07
12:00 pm,26.8,25.8,65,WNW,24 13,35 19,1008.8,0.2,2024-12-07
11:30 am,26.5,25.7,71,NW,26 14,35 19,1008.8,0.0,2024-12-07
11:00 am,25.2,24.0,70,WNW,24 13,35 19,1009.0,0.0,2024-12-07
10:30 am,25.5,24.8,73,NW,24 13,32 17,1009.1,0.0,2024-12-07
10:00 am,23.5,22.9,87,NW,26 14,35 19,1009.4,0.0,2024-12-07
9:30 am,23.5,23.0,85,NNW,24 13,32 17,1009.9,0.0,2024-12-07
9:00 am,22.8,22.8,89,NNW,22 12,30 16,1010.1,48.6,2024-12-07
8:46 am,22.9,22.3,87,NNW,24 13,35 19,1010.3,48.6,2024-12-07
8:30 am,22.7,22.5,91,NNW,24 13,32 17,1010.2,48.6,2024-12-07
8:24 am,22.8,22.6,91,NNW,24 13,30 16,1010.3,48.6,2024-12-07
8:00 am,21.8,23.1,99,NNW,17 9,24 13,1010.3,48.6,2024-12-07
7:30 am,20.6,23.3,100,NW,7 4,13 7,1010.1,48.6,2024-12-07
