Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,-2.3,-6.0,98,SE,7 4,9 5,1032.4,0.0,2025-06-26
11:00 pm,-2.0,-4.3,98,CALM,0 0,0 0,1032.4,0.0,2025-06-26
10:30 pm,-2.3,-4.7,93,CALM,0 0,0 0,1032.4,0.0,2025-06-26
10:00 pm,-1.6,-4.6,99,SE,4 2,7 4,1032.4,0.0,2025-06-26
9:30 pm,-1.5,-5.2,92,N,7 4,9 5,1032.3,0.0,2025-06-26
9:00 pm,-1.5,-3.9,89,CALM,0 0,0 0,1031.8,0.0,2025-06-26
8:30 pm,-0.1,-2.3,90,CALM,0 0,0 0,1031.5,0.0,2025-06-26
8:00 pm,-0.6,-2.9,90,CALM,0 0,9 5,1031.1,0.0,2025-06-26
7:30 pm,1.2,-1.0,83,CALM,0 0,0 0,1030.8,0.0,2025-06-26
7:00 pm,2.6,-0.9,76,SE,7 4,9 5,1030.5,0.0,2025-06-26
6:30 pm,3.0,-0.5,74,E,7 4,9 5,1030.0,0.0,2025-06-26
6:00 pm,3.3,-1.0,69,ESE,11 6,15 8,1029.7,0.0,2025-06-26
5:30 pm,5.9,1.3,61,SSE,13 7,17 9,1029.4,0.0,2025-06-26
5:00 pm,6.4,1.4,58,SSE,15 8,22 12,1029.1,0.0,2025-06-26
4:30 pm,8.5,3.2,53,SSW,17 9,19 10,1028.7,0.0,2025-06-26
4:00 pm,9.3,4.0,49,S,17 9,19 10,1028.4,0.0,2025-06-26
3:30 pm,9.7,3.9,46,S,19 10,26 14,1028.2,0.0,2025-06-26
3:00 pm,10.0,4.3,48,SSE,19 10,28 15,1027.9,0.0,2025-06-26
2:30 pm,9.9,4.2,48,S,19 10,24 13,1027.7,0.0,2025-06-26
2:00 pm,9.7,4.5,50,S,17 9,30 16,1027.6,0.0,2025-06-26
1:30 pm,9.7,3.6,53,S,22 12,32 17,1027.6,0.0,2025-06-26
1:00 pm,9.8,3.3,52,SSW,24 13,32 17,1027.6,0.0,2025-06-26
12:30 pm,9.3,3.6,54,SSW,20 11,30 16,1027.6,0.0,2025-06-26
12:00 pm,8.9,3.3,57,SSW,20 11,28 15,1027.6,0.0,2025-06-26
11:30 am,8.5,1.7,57,SSW,26 14,33 18,1027.6,0.0,2025-06-26
11:00 am,7.9,2.7,59,S,17 9,28 15,1027.8,0.0,2025-06-26
10:30 am,6.3,4.0,67,NNW,2 1,7 4,1027.7,0.0,2025-06-26
10:00 am,5.3,2.6,69,NNW,4 2,7 4,1027.5,0.0,2025-06-26
9:30 am,3.3,0.2,79,WNW,6 3,7 4,1027.1,0.0,2025-06-26
9:00 am,2.5,-0.5,90,E,6 3,11 6,1026.6,3.0,2025-06-26
8:30 am,0.1,-3.3,97,E,7 4,11 6,1026.4,2.8,2025-06-26
8:00 am,-0.9,-5.1,99,E,11 6,11 6,1026.0,2.8,2025-06-26
7:30 am,-2.8,-5.2,99,CALM,0 0,0 0,1025.3,2.8,2025-06-26
7:00 am,-2.2,-4.5,99,CALM,0 0,0 0,1024.8,2.8,2025-06-26
6:30 am,-3.9,-6.4,99,CALM,0 0,0 0,1024.0,2.8,2025-06-26
6:00 am,-4.1,-6.6,99,CALM,0 0,0 0,1023.8,2.8,2025-06-26
5:30 am,-3.9,-6.4,99,CALM,0 0,0 0,1023.5,2.8,2025-06-26
5:00 am,-4.2,-7.1,99,SSE,2 1,7 4,1023.0,2.8,2025-06-26
4:30 am,-3.4,-7.2,99,SE,7 4,13 7,1022.0,2.8,2025-06-26
4:00 am,-3.1,-6.8,99,SSW,7 4,11 6,1021.7,2.8,2025-06-26
3:30 am,-2.2,-5.3,99,SSE,4 2,9 5,1020.9,2.8,2025-06-26
3:00 am,-3.4,-6.7,94,E,4 2,9 5,1020.7,2.8,2025-06-26
2:30 am,-1.7,-5.1,99,SSE,6 3,11 6,1020.2,2.8,2025-06-26
2:00 am,-3.2,-7.0,95,E,7 4,11 6,1019.7,2.8,2025-06-26
1:30 am,-2.1,-4.8,96,S,2 1,11 6,1019.1,2.8,2025-06-26
1:00 am,-2.1,-5.9,86,N,7 4,9 5,1018.6,2.8,2025-06-26
12:30 am,0.1,-3.3,86,E,6 3,7 4,1018.2,2.8,2025-06-26
12:00 am,0.3,-3.7,83,E,9 5,13 7,1017.6,2.8,2025-06-26
