Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
7:00 am,9.5,7.3,76,NNW,6 3,7 4,1021.6,0.0,2025-03-23
6:30 am,9.5,6.8,76,W,9 5,13 7,1021.5,0.0,2025-03-23
6:00 am,9.6,7.2,75,W,7 4,9 5,1021.4,0.0,2025-03-23
5:30 am,9.8,7.6,74,WNW,6 3,9 5,1021.2,0.0,2025-03-23
5:00 am,10.3,7.6,72,W,9 5,13 7,1020.9,0.0,2025-03-23
4:30 am,10.5,9.4,70,CALM,0 0,6 3,1020.4,0.0,2025-03-23
4:00 am,11.0,8.6,67,WSW,7 4,9 5,1020.2,0.0,2025-03-23
3:30 am,11.2,8.0,65,WSW,11 6,15 8,1020.2,0.0,2025-03-23
3:00 am,11.0,8.7,65,W,6 3,9 5,1020.2,0.0,2025-03-23
2:30 am,12.3,9.7,66,E,9 5,11 6,1020.2,0.0,2025-03-23
2:00 am,12.3,9.5,61,NW,9 5,17 9,1020.3,0.0,2025-03-23
1:30 am,13.1,10.0,60,N,11 6,19 10,1019.9,0.0,2025-03-23
1:00 am,13.1,9.0,56,W,15 8,19 10,1019.6,0.0,2025-03-23
12:30 am,13.0,8.7,59,WSW,17 9,20 11,1019.5,0.0,2025-03-23
12:00 am,13.6,11.4,60,WNW,7 4,11 6,1019.9,0.0,2025-03-23
