Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
7:00 am,21.2,23.9,94,W,6 3,–,1019.7,8.2,2025-03-23
6:30 am,21.2,23.7,94,SE,7 4,–,1019.4,8.2,2025-03-23
6:00 am,21.3,22.8,95,SE,13 7,–,1019.0,8.2,2025-03-23
5:30 am,21.3,23.9,95,SSE,7 4,–,1018.8,8.0,2025-03-23
5:00 am,21.3,22.7,94,ESE,13 7,–,1018.6,8.0,2025-03-23
4:30 am,21.5,22.6,94,ESE,15 8,–,1018.4,8.0,2025-03-23
4:00 am,21.8,22.3,90,ESE,17 9,–,1018.3,8.0,2025-03-23
3:30 am,21.7,22.7,92,ESE,15 8,–,1018.2,8.0,2025-03-23
3:00 am,21.7,22.1,94,ESE,19 10,–,1018.3,8.0,2025-03-23
2:30 am,21.8,22.5,92,ESE,17 9,–,1018.4,7.0,2025-03-23
2:00 am,21.7,21.1,93,ESE,24 13,–,1018.4,6.4,2025-03-23
1:30 am,21.9,23.9,93,ESE,11 6,–,1018.4,5.4,2025-03-23
1:00 am,22.3,23.6,91,ESE,15 8,–,1018.4,0.4,2025-03-23
12:30 am,22.5,22.7,87,ESE,19 10,–,1018.3,0.2,2025-03-23
12:00 am,22.8,25.0,82,SE,7 4,–,1018.4,0.0,2025-03-23
