Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,21.9,25.8,95,SSW,2 1,4 2,1015.3,3.8,2024-02-19
11:00 pm,22.0,26.0,96,SW,2 1,4 2,1015.4,3.8,2024-02-19
10:30 pm,22.0,25.6,96,SSW,4 2,9 5,1015.5,3.8,2024-02-19
10:00 pm,21.9,26.2,96,CALM,0 0,0 0,1015.5,3.8,2024-02-19
9:30 pm,21.9,26.2,95,CALM,0 0,2 1,1016.2,3.8,2024-02-19
9:00 pm,22.0,25.3,93,WSW,4 2,7 4,1016.7,3.8,2024-02-19
8:30 pm,22.2,25.5,92,SSW,4 2,6 3,1016.1,3.8,2024-02-19
8:00 pm,22.6,25.6,86,SSW,4 2,6 3,1015.8,3.2,2024-02-19
7:30 pm,23.3,26.0,79,S,4 2,6 3,1015.7,2.4,2024-02-19
7:00 pm,23.8,26.3,75,S,4 2,9 5,1015.4,2.4,2024-02-19
6:30 pm,24.3,26.6,70,SSE,4 2,6 3,1014.9,2.4,2024-02-19
