Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,5.0,1.4,86,NW,11 6,15 8,1017.2,0.0,2025-06-11
11:00 pm,5.5,2.3,85,NW,9 5,13 7,1017.2,0.0,2025-06-11
10:30 pm,5.5,2.3,85,NW,9 5,11 6,1017.0,0.0,2025-06-11
10:00 pm,5.7,2.9,83,NW,7 4,13 7,1016.9,0.0,2025-06-11
9:30 pm,6.3,3.5,80,NW,7 4,9 5,1016.6,0.0,2025-06-11
9:00 pm,6.8,4.0,79,WSW,7 4,9 5,1016.5,0.0,2025-06-11
8:30 pm,6.9,3.8,80,W,9 5,13 7,1016.4,0.0,2025-06-11
8:00 pm,7.3,3.5,79,W,13 7,17 9,1016.3,0.0,2025-06-11
7:30 pm,7.3,3.5,80,W,13 7,17 9,1016.2,0.0,2025-06-11
7:00 pm,8.0,4.2,75,W,13 7,17 9,1016.0,0.0,2025-06-11
6:30 pm,7.9,4.1,75,WSW,13 7,17 9,1015.8,0.0,2025-06-11
6:00 pm,8.6,4.4,72,WSW,15 8,19 10,1015.6,0.0,2025-06-11
5:30 pm,9.0,5.3,74,WSW,13 7,15 8,1015.2,0.0,2025-06-11
5:00 pm,9.6,6.3,70,WSW,11 6,13 7,1015.0,0.0,2025-06-11
4:30 pm,10.0,7.0,67,WSW,9 5,11 6,1014.9,0.0,2025-06-11
4:00 pm,10.4,7.4,65,SW,9 5,13 7,1014.6,0.0,2025-06-11
3:30 pm,11.0,7.8,66,SSW,11 6,15 8,1014.5,0.0,2025-06-11
3:00 pm,11.0,8.7,66,SE,6 3,11 6,1014.4,0.0,2025-06-11
2:30 pm,11.3,8.8,65,ENE,7 4,11 6,1014.1,0.0,2025-06-11
2:00 pm,11.4,9.1,63,NE,6 3,9 5,1014.1,0.0,2025-06-11
1:30 pm,11.2,8.8,66,NE,7 4,11 6,1014.0,0.0,2025-06-11
1:00 pm,11.3,9.5,68,NNE,4 2,7 4,1014.1,0.0,2025-06-11
12:30 pm,11.2,8.2,70,N,11 6,15 8,1014.1,0.0,2025-06-11
12:00 pm,10.8,7.8,72,NNW,11 6,15 8,1014.2,0.0,2025-06-11
11:30 am,10.4,7.8,75,NNW,9 5,13 7,1014.3,0.0,2025-06-11
11:00 am,10.1,6.7,76,NNW,13 7,17 9,1014.5,0.0,2025-06-11
10:30 am,9.8,6.8,76,N,11 6,17 9,1014.6,0.0,2025-06-11
10:00 am,9.0,6.0,81,NNW,11 6,15 8,1014.6,0.0,2025-06-11
9:30 am,8.7,5.3,82,NNW,13 7,15 8,1014.5,0.0,2025-06-11
9:00 am,8.2,4.4,86,NNW,15 8,19 10,1014.4,10.4,2025-06-11
8:30 am,7.8,4.4,87,NNW,13 7,17 9,1014.1,10.4,2025-06-11
8:00 am,7.9,4.9,88,NNW,11 6,13 7,1013.9,10.4,2025-06-11
7:30 am,7.9,5.7,88,NE,7 4,9 5,1013.8,10.4,2025-06-11
7:00 am,7.9,4.8,85,WSW,11 6,15 8,1013.6,10.4,2025-06-11
6:30 am,7.8,4.8,88,NW,11 6,15 8,1013.4,10.4,2025-06-11
6:00 am,8.0,5.4,87,N,9 5,11 6,1013.2,10.4,2025-06-11
5:30 am,8.4,5.8,85,WSW,9 5,13 7,1013.0,10.4,2025-06-11
5:00 am,8.1,5.9,88,NNW,7 4,13 7,1013.0,10.4,2025-06-11
4:30 am,8.5,5.9,85,SW,9 5,13 7,1012.8,10.4,2025-06-11
4:00 am,8.4,5.8,86,SW,9 5,13 7,1012.8,10.4,2025-06-11
3:30 am,8.8,5.5,84,SW,13 7,17 9,1012.8,10.4,2025-06-11
3:00 am,8.4,4.8,89,SW,15 8,19 10,1012.9,10.4,2025-06-11
2:30 am,8.6,4.7,89,SW,17 9,19 10,1013.0,10.4,2025-06-11
2:00 am,8.4,7.0,92,WSW,4 2,7 4,1013.0,10.4,2025-06-11
1:30 am,8.4,6.4,93,NNW,7 4,9 5,1012.8,10.4,2025-06-11
1:00 am,8.4,6.6,93,W,6 3,7 4,1012.8,10.4,2025-06-11
12:30 am,8.3,4.8,92,SW,15 8,20 11,1012.8,10.2,2025-06-11
12:00 am,8.5,4.3,94,SW,19 10,22 12,1012.8,10.2,2025-06-11
