Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,16.4,17.0,81,SSW,2 1,7 4,1026.4,0.0,2024-10-02
11:00 pm,16.6,16.5,81,SW,6 3,11 6,1026.5,0.0,2024-10-02
10:30 pm,16.7,17.3,79,SW,2 1,7 4,1026.3,0.0,2024-10-02
10:00 pm,17.7,17.6,76,SSW,6 3,11 6,1026.4,0.0,2024-10-02
9:30 pm,18.1,18.3,72,SSW,4 2,7 4,1026.4,0.0,2024-10-02
9:00 pm,18.7,18.3,67,S,6 3,9 5,1026.3,0.0,2024-10-02
8:30 pm,19.0,18.6,65,SSE,6 3,9 5,1026.1,0.0,2024-10-02
8:00 pm,18.9,18.6,67,SE,6 3,13 7,1026.0,0.0,2024-10-02
7:30 pm,19.3,18.9,67,SE,7 4,13 7,1025.7,0.0,2024-10-02
7:00 pm,19.4,19.2,66,SE,6 3,15 8,1025.3,0.0,2024-10-02
6:30 pm,19.6,19.1,62,ESE,6 3,11 6,1025.2,0.0,2024-10-02
