Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
5:30 am,8.7,8.4,100,CALM,0 0,0 0,1027.7,0.0,2024-05-14
5:00 am,8.7,8.4,99,CALM,0 0,0 0,1027.6,0.0,2024-05-14
4:30 am,8.8,8.5,99,CALM,0 0,0 0,1027.5,0.0,2024-05-14
4:00 am,9.0,8.7,98,CALM,0 0,0 0,1027.4,0.0,2024-05-14
3:30 am,9.2,8.9,96,CALM,0 0,0 0,1027.3,0.0,2024-05-14
3:00 am,10.0,10.0,98,CALM,0 0,0 0,1027.4,0.0,2024-05-14
2:30 am,10.1,8.9,97,NNE,6 3,7 4,1027.3,0.0,2024-05-14
2:00 am,10.5,10.2,97,N,2 1,6 3,1027.0,0.0,2024-05-14
1:30 am,9.7,8.3,95,NNE,6 3,7 4,1027.0,0.0,2024-05-14
1:00 am,10.0,9.8,93,CALM,0 0,0 0,1027.0,0.0,2024-05-14
12:30 am,10.8,10.7,92,CALM,0 0,0 0,1027.0,0.0,2024-05-14
12:00 am,11.3,11.4,92,CALM,0 0,0 0,1027.1,0.0,2024-05-14
