Time (AWST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,16.2,13.2,57,SW,13 7,22 12,1017.8,0.0,2024-11-05
11:00 pm,16.3,13.4,64,SW,15 8,24 13,1017.9,0.0,2024-11-05
10:30 pm,16.7,14.2,63,SW,13 7,20 11,1017.9,0.0,2024-11-05
10:00 pm,16.2,14.5,66,SSW,9 5,17 9,1018.1,0.0,2024-11-05
9:30 pm,16.7,15.1,65,SW,9 5,19 10,1018.0,0.0,2024-11-05
9:00 pm,16.8,14.9,66,SSW,11 6,15 8,1017.9,0.0,2024-11-05
8:30 pm,17.0,14.9,63,SW,11 6,19 10,1017.8,0.0,2024-11-05
8:00 pm,17.1,14.7,64,SW,13 7,22 12,1017.6,0.0,2024-11-05
7:30 pm,17.1,14.7,63,SW,13 7,20 11,1017.6,0.0,2024-11-05
7:00 pm,17.2,14.0,63,SSW,17 9,28 15,1017.1,0.0,2024-11-05
6:30 pm,17.4,14.7,63,SW,15 8,22 12,1016.8,0.0,2024-11-05
6:00 pm,17.7,15.1,64,SSW,15 8,26 14,1016.6,0.0,2024-11-05
5:30 pm,18.3,15.9,64,SW,15 8,24 13,1016.5,0.0,2024-11-05
5:00 pm,18.5,15.7,63,SW,17 9,30 16,1016.2,0.0,2024-11-05
4:30 pm,19.3,17.0,62,SW,15 8,26 14,1015.9,0.0,2024-11-05
