Time (AWST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,15.6,17.4,99,CALM,0 0,0 0,1011.3,9.4,2025-06-18
11:00 pm,15.8,17.6,99,CALM,0 0,0 0,1011.3,9.4,2025-06-18
10:30 pm,16.7,18.9,99,CALM,0 0,0 0,1011.1,9.4,2025-06-18
10:00 pm,17.2,19.6,99,CALM,0 0,0 0,1011.0,9.4,2025-06-18
9:30 pm,17.5,18.9,99,S,6 3,11 6,1010.9,9.4,2025-06-18
9:00 pm,17.3,19.8,100,CALM,0 0,0 0,1010.7,9.0,2025-06-18
8:30 pm,17.4,19.6,100,WSW,2 1,7 4,1010.6,8.8,2025-06-18
8:00 pm,17.4,19.1,99,WSW,4 2,6 3,1010.3,8.4,2025-06-18
7:30 pm,17.5,18.9,99,WSW,6 3,7 4,1010.1,8.0,2025-06-18
7:00 pm,17.5,20.0,99,CALM,0 0,0 0,1009.7,8.0,2025-06-18
6:30 pm,17.6,19.8,99,WSW,2 1,6 3,1009.4,7.8,2025-06-18
6:00 pm,17.7,19.2,99,SSW,6 3,11 6,1009.1,7.6,2025-06-18
5:30 pm,17.9,18.9,99,SW,9 5,22 12,1008.5,7.6,2025-06-18
5:00 pm,18.2,19.2,97,W,9 5,17 9,1008.0,6.0,2025-06-18
4:30 pm,17.7,19.4,97,NNW,4 2,13 7,1007.8,6.0,2025-06-18
4:00 pm,18.2,19.4,95,WNW,7 4,19 10,1007.6,5.4,2025-06-18
3:30 pm,18.4,19.0,91,WNW,9 5,15 8,1007.3,5.2,2025-06-18
3:00 pm,19.5,19.3,78,NW,11 6,20 11,1007.1,5.0,2025-06-18
2:30 pm,19.3,19.2,81,WNW,11 6,20 11,1007.0,5.0,2025-06-18
2:00 pm,18.7,18.4,81,N,11 6,19 10,1006.9,5.0,2025-06-18
1:30 pm,18.1,17.7,83,N,11 6,17 9,1007.1,5.0,2025-06-18
1:00 pm,18.4,18.0,82,NW,11 6,19 10,1007.0,5.0,2025-06-18
12:30 pm,18.0,17.3,84,NNW,13 7,26 14,1007.5,5.0,2025-06-18
12:00 pm,17.2,16.1,83,N,13 7,24 13,1007.5,5.0,2025-06-18
11:30 am,16.4,15.3,93,NNE,15 8,24 13,1007.7,5.0,2025-06-18
11:00 am,15.4,15.0,99,NNE,11 6,20 11,1008.1,5.0,2025-06-18
10:30 am,15.4,14.6,99,NNE,13 7,24 13,1008.5,3.8,2025-06-18
10:00 am,15.6,14.5,99,N,15 8,28 15,1008.9,0.8,2025-06-18
9:30 am,15.9,16.1,99,NNE,9 5,15 8,1007.9,0.0,2025-06-18
9:00 am,15.6,16.0,99,NNE,7 4,13 7,1007.0,25.0,2025-06-18
8:30 am,15.2,14.4,99,NE,13 7,22 12,1006.2,–,2025-06-18
8:00 am,14.8,13.8,99,NE,13 7,19 10,1006.6,–,2025-06-18
7:30 am,14.4,14.0,99,NNE,9 5,15 8,1007.8,–,2025-06-18
7:00 am,13.9,13.9,99,NE,6 3,9 5,1007.6,–,2025-06-18
6:30 am,14.0,14.0,97,NW,6 3,9 5,1007.6,–,2025-06-18
6:00 am,14.3,13.9,91,NNE,7 4,24 13,1007.0,–,2025-06-18
5:30 am,14.3,14.3,95,NE,6 3,7 4,1006.4,–,2025-06-18
5:00 am,14.4,14.5,96,NE,6 3,11 6,1006.6,–,2025-06-18
4:30 am,14.7,14.5,94,NE,7 4,9 5,1007.1,–,2025-06-18
4:00 am,15.1,15.4,97,NE,6 3,9 5,1007.3,–,2025-06-18
3:30 am,15.4,15.8,99,NE,7 4,11 6,1007.4,–,2025-06-18
3:00 am,15.6,16.6,99,NE,4 2,7 4,1007.7,6.0,2025-06-18
2:30 am,15.8,17.3,99,NE,2 1,6 3,1007.7,–,2025-06-18
2:00 am,15.8,16.6,100,NNE,6 3,7 4,1008.0,–,2025-06-18
1:30 am,15.9,16.7,100,NE,6 3,7 4,1008.6,–,2025-06-18
1:00 am,15.9,16.6,99,NE,6 3,9 5,1009.1,–,2025-06-18
12:30 am,16.1,16.9,99,NE,6 3,9 5,1009.9,–,2025-06-18
12:00 am,16.1,16.9,99,NNW,6 3,13 7,1010.3,–,2025-06-18
