Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
7:00 am,17.3,17.3,88,ESE,9 5,13 7,1011.4,0.0,2024-12-15
6:30 am,14.2,15.5,100,CALM,0 0,0 0,1011.0,0.0,2024-12-15
6:06 am,13.8,15.0,100,CALM,0 0,0 0,1010.7,0.0,2024-12-15
6:00 am,14.0,15.3,100,CALM,0 0,0 0,1010.7,0.0,2024-12-15
5:46 am,14.0,15.3,100,CALM,0 0,0 0,1010.6,0.0,2024-12-15
5:40 am,14.1,15.4,100,CALM,0 0,0 0,1010.5,0.0,2024-12-15
5:30 am,14.3,15.3,100,SE,2 1,7 4,1010.4,0.0,2024-12-15
5:17 am,14.6,16.1,100,CALM,0 0,0 0,1010.3,0.0,2024-12-15
5:06 am,14.2,15.5,100,CALM,0 0,0 0,1010.2,0.0,2024-12-15
5:00 am,14.5,15.9,100,CALM,0 0,0 0,1010.1,0.0,2024-12-15
4:48 am,14.9,16.5,100,CALM,0 0,0 0,1010.0,0.0,2024-12-15
4:30 am,14.6,16.1,100,CALM,0 0,7 4,1009.9,0.0,2024-12-15
4:00 am,15.5,15.2,100,N,11 6,15 8,1009.9,0.0,2024-12-15
3:30 am,16.9,18.9,100,ESE,2 1,9 5,1010.0,0.0,2024-12-15
3:00 am,16.0,16.7,100,ESE,7 4,9 5,1009.8,0.0,2024-12-15
2:30 am,16.4,16.8,99,ESE,9 5,11 6,1009.6,0.0,2024-12-15
2:00 am,16.3,16.9,97,E,7 4,9 5,1009.8,0.0,2024-12-15
1:30 am,17.5,17.5,99,ESE,13 7,15 8,1009.9,0.0,2024-12-15
1:00 am,17.3,17.6,92,SE,9 5,13 7,1010.0,0.0,2024-12-15
12:30 am,18.5,19.7,93,WSW,7 4,9 5,1010.1,0.0,2024-12-15
12:00 am,18.9,21.1,86,CALM,0 0,0 0,1010.2,0.0,2024-12-15
