Time (ACDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
6:30 am,15.6,13.7,71,W,11 6,20 11,1012.6,0.0,2023-12-16
6:00 am,15.5,13.2,72,W,13 7,20 11,1012.3,0.0,2023-12-16
5:30 am,15.2,12.8,71,W,13 7,22 12,1012.1,0.0,2023-12-16
5:00 am,15.4,12.7,72,WSW,15 8,26 14,1012.2,0.0,2023-12-16
4:30 am,15.4,13.3,69,SW,11 6,20 11,1012.1,0.0,2023-12-16
4:00 am,15.1,13.2,68,SW,9 5,15 8,1012.0,0.0,2023-12-16
3:30 am,14.6,12.9,67,SW,7 4,13 7,1011.7,0.0,2023-12-16
3:00 am,14.7,12.8,68,SW,9 5,17 9,1011.7,0.0,2023-12-16
2:30 am,14.7,13.3,68,SSE,6 3,7 4,1011.9,0.0,2023-12-16
2:00 am,14.7,13.2,67,SSE,6 3,11 6,1012.2,0.0,2023-12-16
1:30 am,14.5,12.9,66,SSE,6 3,11 6,1012.2,0.0,2023-12-16
1:00 am,14.8,12.7,64,S,9 5,19 10,1012.3,0.0,2023-12-16
12:30 am,15.4,12.1,62,SSW,15 8,22 12,1012.1,0.0,2023-12-16
12:00 am,15.7,13.9,72,WSW,11 6,20 11,1012.4,0.0,2023-12-16
