Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
6:00 am,17.3,18.7,94,SW,4 2,9 5,1021.7,23.8,2024-04-22
5:30 am,17.5,18.5,93,SW,6 3,13 7,1021.4,23.8,2024-04-22
5:00 am,17.2,18.1,94,SW,6 3,11 6,1021.0,23.8,2024-04-22
4:30 am,17.0,17.8,93,SW,6 3,9 5,1020.8,23.6,2024-04-22
4:00 am,16.8,17.6,94,SW,6 3,9 5,1020.6,23.6,2024-04-22
3:30 am,16.8,17.6,94,SW,6 3,9 5,1020.3,23.6,2024-04-22
3:00 am,16.8,18.4,95,WSW,2 1,4 2,1020.4,23.6,2024-04-22
2:30 am,17.1,18.7,93,SW,2 1,6 3,1020.6,23.6,2024-04-22
2:00 am,17.1,18.7,93,SSW,2 1,6 3,1020.7,23.6,2024-04-22
1:30 am,17.3,18.5,92,SW,4 2,9 5,1021.1,23.6,2024-04-22
1:00 am,17.3,18.1,91,SW,6 3,11 6,1021.2,23.6,2024-04-22
12:30 am,17.4,18.0,90,SW,7 4,11 6,1021.4,23.6,2024-04-22
12:00 am,17.6,18.4,89,SW,6 3,11 6,1021.8,23.6,2024-04-22
