Time (AWST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,21.1,22.5,75,WSW,4 2,11 6,1011.8,0.8,2025-04-11
11:00 pm,21.5,22.4,72,WSW,6 3,9 5,1012.4,0.8,2025-04-11
10:42 pm,22.0,23.0,70,SSE,6 3,13 7,1011.9,0.8,2025-04-11
10:30 pm,21.9,23.7,71,SSE,2 1,7 4,1012.2,0.8,2025-04-11
10:00 pm,21.8,23.1,70,SSE,4 2,9 5,1011.6,0.8,2025-04-11
9:30 pm,22.6,22.2,63,SSE,11 6,19 10,1011.9,0.6,2025-04-11
9:00 pm,23.8,23.7,57,SW,9 5,17 9,1013.1,0.2,2025-04-11
8:30 pm,25.0,24.0,48,SW,11 6,22 12,1012.8,0.0,2025-04-11
8:00 pm,23.8,24.3,57,SSE,6 3,11 6,1011.4,0.0,2025-04-11
7:30 pm,25.5,26.6,47,CALM,0 0,6 3,1012.7,0.0,2025-04-11
7:00 pm,25.6,25.8,46,SSW,4 2,9 5,1011.3,0.0,2025-04-11
6:30 pm,26.2,25.0,40,SSW,9 5,19 10,1010.7,0.0,2025-04-11
6:00 pm,26.4,25.0,38,SW,9 5,15 8,1010.5,0.0,2025-04-11
5:30 pm,27.6,26.0,37,WSW,11 6,19 10,1010.3,0.0,2025-04-11
5:00 pm,30.4,29.6,34,WSW,9 5,15 8,1010.0,0.0,2025-04-11
4:30 pm,32.5,32.0,30,SW,7 4,11 6,1010.2,0.0,2025-04-11
