Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
5:30 am,22.3,20.4,43,NE,9 5,11 6,1021.8,0.0,2025-04-14
5:00 am,22.1,20.3,45,NE,9 5,11 6,1021.9,0.0,2025-04-14
4:30 am,24.9,23.0,37,ENE,9 5,15 8,1021.7,0.0,2025-04-14
4:00 am,24.4,22.5,38,ENE,9 5,13 7,1021.6,0.0,2025-04-14
3:30 am,23.0,21.6,42,NE,7 4,9 5,1021.6,0.0,2025-04-14
3:00 am,23.6,21.9,42,ENE,9 5,11 6,1021.8,0.0,2025-04-14
2:30 am,19.6,19.8,56,CALM,0 0,0 0,1022.1,0.0,2025-04-14
2:00 am,21.3,20.5,52,NNE,6 3,9 5,1022.3,0.0,2025-04-14
1:30 am,20.2,20.2,56,NE,2 1,6 3,1022.4,0.0,2025-04-14
1:00 am,19.6,18.8,58,NNE,6 3,9 5,1022.4,0.0,2025-04-14
12:30 am,21.3,20.8,51,NNE,4 2,7 4,1022.4,0.0,2025-04-14
12:00 am,20.8,20.9,50,CALM,0 0,6 3,1022.4,0.0,2025-04-14
