Time (AWST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,19.2,17.8,69,SSE,13 7,20 11,1018.9,0.0,2023-11-01
11:00 pm,19.7,18.3,67,S,13 7,20 11,1018.9,0.0,2023-11-01
10:30 pm,20.1,18.7,65,S,13 7,19 10,1019.0,0.0,2023-11-01
10:00 pm,20.4,19.3,63,SSE,11 6,17 9,1019.3,0.0,2023-11-01
9:30 pm,20.9,19.3,60,S,13 7,19 10,1019.5,0.0,2023-11-01
9:00 pm,21.4,19.7,56,S,13 7,20 11,1019.5,0.0,2023-11-01
8:30 pm,21.4,19.8,53,S,11 6,19 10,1019.3,0.0,2023-11-01
8:00 pm,21.6,19.5,51,S,13 7,19 10,1019.2,0.0,2023-11-01
7:30 pm,21.8,19.5,48,SSW,13 7,20 11,1019.1,0.0,2023-11-01
7:00 pm,22.2,20.2,46,SSW,11 6,17 9,1018.7,0.0,2023-11-01
6:30 pm,22.9,20.8,43,SSW,11 6,19 10,1018.4,0.0,2023-11-01
6:00 pm,23.5,21.1,42,SSW,13 7,22 12,1018.1,0.0,2023-11-01
5:30 pm,24.5,21.7,40,SSW,15 8,26 14,1018.0,0.0,2023-11-01
5:00 pm,24.9,21.5,37,SSW,17 9,24 13,1017.7,0.0,2023-11-01
4:30 pm,25.5,22.0,35,SSW,17 9,28 15,1017.6,0.0,2023-11-01
