Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
7:00 am,21.2,23.3,87,NNW,6 3,15 8,1007.9,0.2,2024-12-08
6:30 am,20.3,21.0,91,NNW,13 7,19 10,1007.3,0.2,2024-12-08
6:00 am,19.8,18.9,91,NW,20 11,26 14,1006.8,0.2,2024-12-08
5:30 am,19.5,19.1,97,NW,19 10,26 14,1006.8,0.2,2024-12-08
5:00 am,19.8,19.7,98,NNW,19 10,30 16,1006.8,0.2,2024-12-08
4:30 am,20.0,19.2,96,NNW,22 12,32 17,1006.8,0.2,2024-12-08
4:00 am,20.0,19.2,95,NNW,22 12,30 16,1006.5,0.2,2024-12-08
3:30 am,20.1,19.7,93,N,19 10,24 13,1006.7,0.2,2024-12-08
3:00 am,20.4,19.9,92,NNW,20 11,26 14,1006.8,0.2,2024-12-08
2:30 am,20.0,19.6,94,N,19 10,22 12,1006.7,0.2,2024-12-08
2:00 am,20.3,19.8,93,N,20 11,26 14,1006.8,0.2,2024-12-08
1:30 am,20.2,20.7,94,NNW,15 8,20 11,1007.0,0.2,2024-12-08
1:00 am,20.5,21.1,89,N,13 7,19 10,1007.5,0.2,2024-12-08
12:30 am,20.2,21.8,94,NE,9 5,15 8,1007.8,0.2,2024-12-08
12:00 am,20.3,21.5,92,NNE,11 6,15 8,1008.1,0.2,2024-12-08
