Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
5:30 am,15.4,14.7,87,W,9 5,15 8,1018.1,2.2,2023-05-02
5:00 am,15.8,15.4,89,W,9 5,15 8,1017.8,2.2,2023-05-02
4:30 am,14.8,15.5,92,N,2 1,7 4,1017.5,2.2,2023-05-02
4:00 am,15.0,14.8,92,NNE,7 4,11 6,1017.3,2.2,2023-05-02
3:30 am,14.5,14.4,93,N,6 3,9 5,1017.4,2.2,2023-05-02
3:00 am,14.3,14.0,93,NNE,7 4,11 6,1017.3,2.2,2023-05-02
2:30 am,14.1,13.3,92,NNE,9 5,15 8,1017.4,2.2,2023-05-02
2:00 am,14.2,13.4,92,NE,9 5,11 6,1017.6,2.2,2023-05-02
1:30 am,14.0,13.0,89,NNE,9 5,13 7,1017.9,2.2,2023-05-02
1:00 am,14.3,13.9,89,NE,6 3,11 6,1018.0,2.2,2023-05-02
12:30 am,14.2,13.6,88,NE,7 4,9 5,1018.1,2.2,2023-05-02
12:00 am,14.4,13.8,88,NE,7 4,9 5,1018.3,2.2,2023-05-02
