Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,7.8,5.2,77,NE,7 4,9 5,1022.7,0.0,2025-07-17
11:00 pm,7.4,4.9,83,ENE,7 4,9 5,1022.7,0.0,2025-07-17
10:30 pm,6.6,5.4,87,CALM,0 0,0 0,1022.7,0.0,2025-07-17
10:00 pm,7.0,5.4,84,ENE,2 1,6 3,1022.7,0.0,2025-07-17
9:30 pm,7.7,5.3,80,ENE,6 3,9 5,1022.5,0.0,2025-07-17
9:00 pm,8.0,6.5,80,ESE,2 1,7 4,1022.6,0.0,2025-07-17
8:30 pm,7.8,6.7,84,CALM,0 0,0 0,1022.5,0.0,2025-07-17
8:00 pm,7.9,6.7,79,CALM,0 0,4 2,1022.2,0.0,2025-07-17
7:30 pm,8.7,7.4,73,CALM,0 0,0 0,1022.0,0.0,2025-07-17
7:00 pm,9.9,8.2,67,ESE,2 1,7 4,1021.7,0.0,2025-07-17
6:30 pm,10.8,9.2,65,SE,2 1,6 3,1021.5,0.0,2025-07-17
6:00 pm,11.8,9.6,65,S,6 3,9 5,1021.2,0.0,2025-07-17
