Time (AWST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,18.5,18.4,74,SSE,7 4,13 7,1015.9,0.0,2023-11-07
11:00 pm,18.8,18.7,73,SSE,7 4,15 8,1016.0,0.0,2023-11-07
10:30 pm,19.4,18.6,71,S,11 6,17 9,1016.1,0.0,2023-11-07
10:00 pm,19.6,18.9,72,SSE,11 6,19 10,1016.2,0.0,2023-11-07
9:30 pm,19.7,19.6,74,SSW,9 5,17 9,1016.5,0.0,2023-11-07
9:00 pm,19.7,19.5,73,SSW,9 5,19 10,1016.5,0.0,2023-11-07
8:30 pm,19.5,19.3,74,SSW,9 5,17 9,1016.4,0.0,2023-11-07
8:00 pm,19.6,19.1,75,SSW,11 6,22 12,1016.3,0.0,2023-11-07
7:30 pm,19.7,18.4,74,SW,15 8,26 14,1015.9,0.0,2023-11-07
7:00 pm,19.8,18.8,72,SW,13 7,26 14,1015.9,0.0,2023-11-07
6:30 pm,20.3,18.5,69,SW,17 9,26 14,1015.8,0.0,2023-11-07
6:00 pm,20.8,20.0,65,SW,11 6,17 9,1015.1,0.0,2023-11-07
5:30 pm,21.1,20.0,65,S,13 7,22 12,1015.1,0.0,2023-11-07
5:00 pm,21.3,18.1,64,SSW,24 13,39 21,1015.8,0.0,2023-11-07
4:30 pm,21.5,18.9,61,SSW,20 11,33 18,1015.5,0.0,2023-11-07
4:00 pm,22.5,20.2,59,SSW,19 10,28 15,1015.2,0.0,2023-11-07
3:30 pm,23.6,21.1,53,SW,19 10,30 16,1015.0,0.0,2023-11-07
3:00 pm,24.8,23.3,52,SW,15 8,24 13,1014.7,0.0,2023-11-07
2:30 pm,24.3,22.5,50,SW,15 8,26 14,1015.2,0.0,2023-11-07
2:00 pm,23.5,21.1,54,SW,19 10,32 17,1015.5,0.0,2023-11-07
1:30 pm,24.6,22.7,52,SW,17 9,28 15,1015.4,0.0,2023-11-07
1:00 pm,24.4,22.7,51,SW,15 8,24 13,1015.4,0.0,2023-11-07
12:30 pm,23.6,21.1,53,SW,19 10,26 14,1015.7,0.0,2023-11-07
12:00 pm,23.6,21.6,50,SW,15 8,24 13,1015.9,0.0,2023-11-07
11:30 am,24.4,23.1,51,SW,13 7,20 11,1016.2,0.0,2023-11-07
11:00 am,23.4,21.0,47,SSW,15 8,22 12,1016.5,0.0,2023-11-07
10:30 am,23.7,22.6,47,S,9 5,20 11,1016.6,0.0,2023-11-07
10:00 am,22.4,21.3,52,S,9 5,15 8,1016.8,0.0,2023-11-07
9:30 am,21.9,21.0,55,SSW,9 5,17 9,1017.2,0.0,2023-11-07
9:00 am,20.8,19.7,61,S,11 6,20 11,1017.4,0.0,2023-11-07
8:30 am,19.8,18.4,66,SSW,13 7,19 10,1017.5,0.0,2023-11-07
8:00 am,19.5,18.7,71,S,11 6,19 10,1017.3,0.0,2023-11-07
7:30 am,18.8,18.4,79,S,11 6,19 10,1017.1,0.0,2023-11-07
7:00 am,18.5,18.4,85,SSW,11 6,19 10,1016.8,0.0,2023-11-07
6:30 am,18.3,18.2,86,S,11 6,17 9,1016.4,0.0,2023-11-07
6:00 am,18.8,19.2,85,S,9 5,13 7,1016.0,0.0,2023-11-07
5:30 am,18.6,19.5,85,SW,6 3,9 5,1015.7,0.0,2023-11-07
5:00 am,18.5,20.5,85,CALM,0 0,0 0,1015.5,0.0,2023-11-07
4:30 am,18.7,19.6,85,SW,6 3,11 6,1015.5,0.0,2023-11-07
