Time (ACDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
6:30 am,23.4,20.5,30,NE,9 5,15 8,1009.7,0.0,2023-11-10
6:00 am,18.7,16.9,49,NNE,7 4,11 6,1009.4,0.0,2023-11-10
5:30 am,16.4,16.3,63,CALM,0 0,0 0,1009.1,0.0,2023-11-10
5:00 am,16.6,16.3,59,CALM,0 0,0 0,1009.1,0.0,2023-11-10
4:30 am,17.6,17.3,55,CALM,0 0,0 0,1009.1,0.0,2023-11-10
4:00 am,18.2,17.9,54,CALM,0 0,0 0,1009.2,0.0,2023-11-10
3:30 am,19.0,18.7,51,CALM,0 0,0 0,1009.1,0.0,2023-11-10
3:00 am,23.3,20.8,34,ENE,9 5,11 6,1009.1,0.0,2023-11-10
2:30 am,23.2,20.7,34,ENE,9 5,17 9,1009.2,0.0,2023-11-10
2:00 am,23.2,20.4,35,ENE,11 6,17 9,1009.4,0.0,2023-11-10
1:30 am,23.7,20.9,34,ENE,11 6,17 9,1009.8,0.0,2023-11-10
1:00 am,23.4,20.6,35,ENE,11 6,15 8,1010.2,0.0,2023-11-10
12:30 am,23.4,20.5,38,ENE,13 7,17 9,1010.5,0.0,2023-11-10
12:00 am,22.9,20.6,41,NE,11 6,17 9,1010.6,0.0,2023-11-10
