Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
7:00 pm,14.6,11.2,69,SE,17 9,22 12,1019.0,0.0,2023-03-25
6:30 pm,14.8,11.4,68,SE,17 9,22 12,1018.8,0.0,2023-03-25
6:00 pm,15.2,11.2,63,SE,19 10,26 14,1018.6,0.0,2023-03-25
5:30 pm,15.7,11.4,60,ESE,20 11,28 15,1018.4,0.0,2023-03-25
5:00 pm,15.8,10.6,64,E,26 14,35 19,1018.3,0.0,2023-03-25
4:30 pm,17.7,13.8,49,ESE,17 9,24 13,1018.2,0.0,2023-03-25
4:00 pm,18.6,15.8,47,E,11 6,15 8,1018.2,0.0,2023-03-25
3:30 pm,18.1,14.8,46,ESE,13 7,17 9,1018.4,0.0,2023-03-25
3:00 pm,18.1,15.0,44,SE,11 6,17 9,1018.8,0.0,2023-03-25
2:30 pm,17.5,13.8,47,SE,15 8,19 10,1019.2,0.0,2023-03-25
2:00 pm,17.7,14.9,44,SE,9 5,15 8,1019.4,0.0,2023-03-25
1:30 pm,17.5,14.2,48,ESE,13 7,17 9,1019.7,0.0,2023-03-25
1:00 pm,16.6,12.8,49,ESE,15 8,19 10,1020.2,0.0,2023-03-25
12:30 pm,16.3,13.1,53,ESE,13 7,17 9,1020.3,0.0,2023-03-25
12:00 pm,15.4,12.2,51,ESE,11 6,20 11,1020.6,0.0,2023-03-25
11:30 am,15.2,12.1,53,E,11 6,13 7,1020.9,0.0,2023-03-25
11:00 am,15.6,13.6,53,SSE,6 3,9 5,1021.2,0.0,2023-03-25
10:30 am,15.5,13.4,55,E,7 4,11 6,1021.2,0.0,2023-03-25
10:00 am,15.1,12.9,56,NE,7 4,11 6,1021.0,0.0,2023-03-25
9:30 am,15.6,13.4,53,SSE,7 4,9 5,1020.9,0.0,2023-03-25
9:00 am,14.0,13.1,59,CALM,0 0,7 4,1020.8,0.0,2023-03-25
8:30 am,12.8,11.2,65,WSW,4 2,7 4,1020.8,0.0,2023-03-25
8:00 am,12.2,10.0,67,WSW,7 4,11 6,1020.6,0.0,2023-03-25
7:30 am,11.7,10.4,68,W,2 1,6 3,1020.2,0.0,2023-03-25
7:00 am,11.9,9.6,66,WSW,7 4,11 6,1019.8,0.0,2023-03-25
6:30 am,12.2,9.9,65,WSW,7 4,11 6,1019.4,0.0,2023-03-25
6:00 am,11.8,8.7,66,WSW,11 6,15 8,1019.2,0.0,2023-03-25
5:30 am,12.3,10.0,63,WNW,7 4,11 6,1019.1,0.0,2023-03-25
5:00 am,12.4,9.6,62,WNW,9 5,15 8,1018.9,0.0,2023-03-25
4:30 am,12.6,9.0,60,NW,13 7,19 10,1019.2,0.0,2023-03-25
4:00 am,12.5,9.3,61,NW,11 6,17 9,1019.2,0.0,2023-03-25
3:30 am,12.4,10.0,62,W,7 4,13 7,1019.3,0.0,2023-03-25
3:00 am,12.4,10.6,63,WNW,4 2,9 5,1019.5,0.0,2023-03-25
2:30 am,12.6,10.2,61,WSW,7 4,11 6,1019.4,0.0,2023-03-25
2:00 am,13.0,10.2,59,WSW,9 5,11 6,1019.4,0.0,2023-03-25
1:30 am,13.5,10.3,56,W,11 6,17 9,1019.4,0.0,2023-03-25
1:00 am,13.2,10.8,58,WNW,7 4,15 8,1019.6,0.0,2023-03-25
12:30 am,13.0,10.6,59,W,7 4,11 6,1019.5,0.0,2023-03-25
12:00 am,13.1,10.9,60,SW,6 3,9 5,1019.4,0.0,2023-03-25
