Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,14.3,8.7,55,NNW,24 13,41 22,1006.6,0.0,2025-04-05
11:00 pm,14.3,9.5,55,NNW,20 11,39 21,1006.6,0.0,2025-04-05
10:37 pm,14.2,7.8,55,NNW,28 15,46 25,1006.9,0.0,2025-04-05
10:30 pm,14.1,9.5,56,NNW,19 10,37 20,1007.0,0.0,2025-04-05
10:00 pm,13.9,8.7,56,NW,22 12,35 19,1007.0,0.0,2025-04-05
9:30 pm,13.8,9.0,58,NNW,20 11,37 20,1007.4,0.0,2025-04-05
9:00 pm,13.6,8.0,58,NNW,24 13,39 21,1007.4,0.0,2025-04-05
8:30 pm,13.6,8.0,58,NNW,24 13,39 21,1007.8,0.0,2025-04-05
8:00 pm,13.5,8.3,59,N,22 12,35 19,1008.1,0.0,2025-04-05
7:30 pm,13.4,8.2,59,N,22 12,39 21,1008.2,0.0,2025-04-05
