Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
7:00 am,13.8,11.0,71,WNW,13 7,–,1017.8,0.0,2023-10-14
6:30 am,13.7,11.3,71,WNW,11 6,–,1017.6,0.0,2023-10-14
6:00 am,13.8,11.4,72,WNW,11 6,–,1017.5,0.0,2023-10-14
5:30 am,14.2,11.8,70,WNW,11 6,–,1017.3,0.0,2023-10-14
5:00 am,14.4,12.0,68,WNW,11 6,–,1017.3,0.0,2023-10-14
4:30 am,14.6,11.9,68,WNW,13 7,–,1017.3,0.0,2023-10-14
4:00 am,14.6,11.7,65,W,13 7,–,1017.4,0.0,2023-10-14
3:30 am,14.9,12.0,64,W,13 7,–,1017.6,0.0,2023-10-14
3:00 am,15.7,12.4,60,W,15 8,–,1017.9,0.0,2023-10-14
2:30 am,16.1,12.4,58,W,17 9,–,1018.2,0.0,2023-10-14
2:00 am,16.4,12.1,57,W,20 11,–,1018.3,0.0,2023-10-14
1:30 am,16.5,12.4,60,W,20 11,–,1018.6,0.0,2023-10-14
1:00 am,16.8,11.8,57,W,24 13,–,1018.8,0.0,2023-10-14
12:30 am,17.0,12.1,57,W,24 13,–,1019.0,0.0,2023-10-14
12:00 am,17.3,12.6,54,W,22 12,–,1019.0,0.0,2023-10-14
