Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,20.7,19.5,49,W,6 3,11 6,1013.2,0.0,2023-12-05
11:00 pm,23.7,21.2,37,N,11 6,13 7,1013.2,0.0,2023-12-05
10:30 pm,23.8,21.7,37,N,9 5,9 5,1013.2,0.0,2023-12-05
10:00 pm,23.9,20.9,36,N,13 7,15 8,1013.2,0.0,2023-12-05
9:30 pm,23.0,20.7,41,N,11 6,13 7,1013.2,0.0,2023-12-05
9:15 pm,20.7,18.9,42,NNW,6 3,11 6,1013.1,0.0,2023-12-05
9:00 pm,26.2,23.7,32,NNW,11 6,11 6,1013.0,0.0,2023-12-05
8:30 pm,25.9,22.7,33,NW,15 8,19 10,1012.9,0.0,2023-12-05
8:00 pm,26.9,23.6,30,WNW,15 8,20 11,1012.6,0.0,2023-12-05
7:30 pm,30.0,26.3,25,WNW,17 9,22 12,1012.6,0.0,2023-12-05
7:00 pm,31.7,26.9,22,W,22 12,35 19,1012.2,0.0,2023-12-05
6:30 pm,32.3,27.6,22,W,22 12,33 18,1012.0,0.0,2023-12-05
6:00 pm,30.2,25.9,25,W,20 11,32 17,1012.1,0.0,2023-12-05
5:30 pm,29.9,26.4,27,W,17 9,28 15,1012.3,0.0,2023-12-05
5:00 pm,29.7,26.4,26,W,15 8,26 14,1012.5,0.0,2023-12-05
4:30 pm,29.5,25.8,29,WNW,19 10,26 14,1012.6,0.0,2023-12-05
4:00 pm,31.7,26.4,26,WNW,28 15,39 21,1013.1,0.0,2023-12-05
3:30 pm,31.8,25.6,26,WNW,33 18,44 24,1013.3,0.0,2023-12-05
3:00 pm,31.6,25.2,25,WNW,33 18,43 23,1013.4,0.0,2023-12-05
2:30 pm,31.7,25.7,24,WNW,30 16,41 22,1013.4,0.0,2023-12-05
2:00 pm,31.4,25.9,25,WNW,28 15,43 23,1013.9,0.0,2023-12-05
1:30 pm,30.7,26.5,25,W,20 11,32 17,1014.3,0.0,2023-12-05
1:00 pm,30.2,23.9,27,NW,32 17,44 24,1014.9,0.0,2023-12-05
12:30 pm,29.2,26.5,34,NNW,17 9,30 16,1015.2,0.0,2023-12-05
12:00 pm,27.8,23.6,32,NNW,22 12,32 17,1015.7,0.0,2023-12-05
11:30 am,28.1,24.5,32,NW,19 10,28 15,1016.2,0.0,2023-12-05
11:00 am,27.3,22.6,32,NW,24 13,33 18,1016.4,0.0,2023-12-05
10:30 am,26.4,23.0,37,NW,19 10,30 16,1016.5,0.0,2023-12-05
10:00 am,25.1,23.3,48,NNW,15 8,28 15,1016.8,0.0,2023-12-05
9:30 am,22.1,22.0,57,NW,6 3,13 7,1017.1,0.0,2023-12-05
9:00 am,20.6,21.0,64,NW,4 2,7 4,1017.0,0.0,2023-12-05
8:30 am,18.7,18.5,69,NNW,6 3,7 4,1017.1,0.0,2023-12-05
8:00 am,16.9,17.5,73,CALM,0 0,0 0,1017.1,0.0,2023-12-05
7:30 am,15.9,16.7,80,CALM,0 0,6 3,1017.0,0.0,2023-12-05
7:00 am,14.5,14.7,90,SE,4 2,9 5,1016.6,0.0,2023-12-05
6:30 am,12.5,13.2,99,CALM,0 0,0 0,1016.6,0.0,2023-12-05
6:00 am,11.1,11.4,99,CALM,0 0,0 0,1016.4,0.0,2023-12-05
5:30 am,10.6,10.8,99,CALM,0 0,0 0,1016.2,0.0,2023-12-05
5:00 am,11.3,10.0,99,ESE,9 5,11 6,1016.0,0.0,2023-12-05
4:30 am,11.7,12.2,99,CALM,0 0,0 0,1015.8,0.0,2023-12-05
4:00 am,12.1,11.4,99,N,7 4,9 5,1015.6,0.0,2023-12-05
3:30 am,11.8,11.8,96,ESE,2 1,9 5,1015.4,0.0,2023-12-05
3:00 am,11.7,11.9,92,CALM,0 0,0 0,1015.5,0.0,2023-12-05
2:30 am,12.5,11.5,86,E,6 3,7 4,1015.4,0.0,2023-12-05
2:00 am,13.7,12.8,85,ESE,7 4,9 5,1015.6,0.0,2023-12-05
1:30 am,13.7,12.8,86,SE,7 4,9 5,1015.8,0.0,2023-12-05
1:00 am,14.9,14.6,79,ESE,4 2,7 4,1016.1,0.0,2023-12-05
12:30 am,14.0,14.3,81,CALM,0 0,0 0,1016.1,0.0,2023-12-05
12:00 am,14.6,13.3,74,ESE,7 4,9 5,1016.1,0.0,2023-12-05
