Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:34 pm,13.3,12.2,99,SSE,11 6,15 8,1022.1,4.8,2024-04-05
11:30 pm,13.3,12.2,99,SSE,11 6,15 8,1022.2,4.6,2024-04-05
11:13 pm,13.3,12.2,99,SE,11 6,15 8,1022.2,4.4,2024-04-05
11:00 pm,13.4,12.3,99,SSE,11 6,15 8,1022.2,4.0,2024-04-05
10:49 pm,13.3,12.6,99,SSE,9 5,13 7,1022.3,3.8,2024-04-05
10:30 pm,13.4,11.8,96,SSE,13 7,17 9,1022.3,3.8,2024-04-05
10:00 pm,13.2,11.5,96,SSE,13 7,17 9,1022.8,3.8,2024-04-05
9:30 pm,13.1,11.8,96,SSE,11 6,15 8,1023.2,3.6,2024-04-05
9:29 pm,13.1,11.4,96,SSE,13 7,17 9,1023.2,3.6,2024-04-05
9:12 pm,13.2,11.0,93,SSE,15 8,24 13,1023.4,3.6,2024-04-05
9:00 pm,13.4,11.1,90,SSE,15 8,19 10,1023.5,3.4,2024-04-05
8:43 pm,13.6,11.6,87,SE,13 7,17 9,1023.5,3.4,2024-04-05
8:30 pm,13.6,11.6,87,SE,13 7,19 10,1023.5,3.4,2024-04-05
8:00 pm,13.9,11.8,83,SE,13 7,17 9,1023.4,3.4,2024-04-05
7:45 pm,13.6,11.5,86,SSE,13 7,17 9,1023.5,3.4,2024-04-05
7:30 pm,13.8,11.7,84,SSE,13 7,20 11,1023.4,3.4,2024-04-05
