Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:34 pm,13.3,12.2,99,SSE,11 6,15 8,1022.1,4.8,2024-04-05
11:30 pm,13.3,12.2,99,SSE,11 6,15 8,1022.2,4.6,2024-04-05
11:13 pm,13.3,12.2,99,SE,11 6,15 8,1022.2,4.4,2024-04-05
11:00 pm,13.4,12.3,99,SSE,11 6,15 8,1022.2,4.0,2024-04-05
10:49 pm,13.3,12.6,99,SSE,9 5,13 7,1022.3,3.8,2024-04-05
10:30 pm,13.4,11.8,96,SSE,13 7,17 9,1022.3,3.8,2024-04-05
10:00 pm,13.2,11.5,96,SSE,13 7,17 9,1022.8,3.8,2024-04-05
9:30 pm,13.1,11.8,96,SSE,11 6,15 8,1023.2,3.6,2024-04-05
9:29 pm,13.1,11.4,96,SSE,13 7,17 9,1023.2,3.6,2024-04-05
9:12 pm,13.2,11.0,93,SSE,15 8,24 13,1023.4,3.6,2024-04-05
9:00 pm,13.4,11.1,90,SSE,15 8,19 10,1023.5,3.4,2024-04-05
8:43 pm,13.6,11.6,87,SE,13 7,17 9,1023.5,3.4,2024-04-05
8:30 pm,13.6,11.6,87,SE,13 7,19 10,1023.5,3.4,2024-04-05
8:00 pm,13.9,11.8,83,SE,13 7,17 9,1023.4,3.4,2024-04-05
7:45 pm,13.6,11.5,86,SSE,13 7,17 9,1023.5,3.4,2024-04-05
7:30 pm,13.8,11.7,84,SSE,13 7,20 11,1023.4,3.4,2024-04-05
7:00 pm,13.4,11.0,88,SSE,15 8,24 13,1023.4,3.4,2024-04-05
6:30 pm,13.4,10.7,90,SSE,17 9,26 14,1023.3,3.4,2024-04-05
6:00 pm,13.2,10.2,92,SSE,19 10,32 17,1023.4,3.4,2024-04-05
5:30 pm,13.2,10.6,93,SSE,17 9,24 13,1023.8,3.2,2024-04-05
5:26 pm,13.2,11.0,93,SSE,15 8,20 11,1023.7,3.2,2024-04-05
5:09 pm,13.3,11.1,92,SSE,15 8,19 10,1024.0,2.8,2024-04-05
5:00 pm,13.3,11.5,93,SSE,13 7,17 9,1024.0,2.0,2024-04-05
4:30 pm,13.6,10.4,89,SSE,20 11,30 16,1023.8,0.8,2024-04-05
4:00 pm,13.9,10.1,83,SE,22 12,33 18,1024.2,0.6,2024-04-05
3:30 pm,14.4,11.7,84,SSE,17 9,24 13,1024.4,0.4,2024-04-05
3:00 pm,14.6,11.2,80,SSE,20 11,32 17,1024.3,0.4,2024-04-05
2:30 pm,15.5,11.9,73,SE,20 11,30 16,1024.7,0.2,2024-04-05
2:00 pm,15.6,11.4,74,SE,24 13,43 23,1025.3,0.2,2024-04-05
1:30 pm,16.0,11.8,72,SE,24 13,35 19,1025.5,0.2,2024-04-05
1:00 pm,16.1,12.3,72,SE,22 12,33 18,1026.1,0.2,2024-04-05
12:30 pm,15.9,12.3,71,SE,20 11,35 19,1026.8,0.2,2024-04-05
12:00 pm,16.1,12.8,75,SE,20 11,30 16,1026.4,0.2,2024-04-05
11:30 am,15.5,12.4,77,SE,19 10,32 17,1026.6,0.2,2024-04-05
11:00 am,14.8,11.8,84,SSE,19 10,28 15,1027.4,0.2,2024-04-05
10:30 am,14.6,12.2,89,SSE,17 9,20 11,1027.8,0.2,2024-04-05
10:00 am,14.5,12.6,90,SSE,15 8,19 10,1027.6,0.2,2024-04-05
9:30 am,14.3,13.0,89,SSE,11 6,17 9,1027.8,0.2,2024-04-05
9:00 am,14.0,12.0,91,SSE,15 8,22 12,1027.4,4.6,2024-04-05
8:30 am,14.0,12.6,89,SSE,11 6,15 8,1027.8,4.6,2024-04-05
8:00 am,13.7,12.4,92,SSE,11 6,13 7,1027.1,4.6,2024-04-05
7:30 am,13.5,11.8,93,SSE,13 7,17 9,1026.9,4.6,2024-04-05
