Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:40 pm,15.4,15.6,96,SSW,7 4,17 9,1023.5,1.4,2024-04-18
11:30 pm,15.4,14.9,96,SW,11 6,17 9,1023.6,1.4,2024-04-18
11:26 pm,15.3,15.1,96,SW,9 5,15 8,1023.6,1.4,2024-04-18
11:00 pm,15.1,14.5,96,SW,11 6,15 8,1023.9,1.2,2024-04-18
10:30 pm,14.7,15.2,95,WSW,4 2,9 5,1024.3,1.0,2024-04-18
10:12 pm,14.8,13.2,94,SW,15 8,20 11,1024.5,0.8,2024-04-18
10:00 pm,15.1,13.7,90,SSW,13 7,20 11,1024.5,0.8,2024-04-18
9:58 pm,15.1,14.1,89,SSW,11 6,20 11,1024.6,0.8,2024-04-18
9:30 pm,15.4,13.0,84,SW,17 9,24 13,1024.7,0.8,2024-04-18
9:00 pm,16.3,14.7,74,SW,11 6,19 10,1024.6,0.8,2024-04-18
8:30 pm,16.2,14.5,72,SSW,11 6,26 14,1024.5,0.8,2024-04-18
8:00 pm,15.9,14.6,73,SW,9 5,17 9,1024.4,0.8,2024-04-18
7:30 pm,15.6,14.3,76,SSW,9 5,13 7,1024.4,0.8,2024-04-18
7:00 pm,15.4,13.4,77,SSW,13 7,20 11,1024.3,0.8,2024-04-18
6:30 pm,14.8,14.1,90,SSW,9 5,15 8,1024.2,0.8,2024-04-18
6:13 pm,14.5,14.1,91,SW,7 4,11 6,1024.3,0.8,2024-04-18
6:08 pm,14.5,14.2,92,SW,7 4,15 8,1024.3,0.8,2024-04-18
6:00 pm,14.6,14.0,93,SW,9 5,15 8,1024.4,0.8,2024-04-18
5:50 pm,14.6,14.0,93,SSW,9 5,17 9,1024.4,0.6,2024-04-18
5:40 pm,14.4,14.0,92,SW,7 4,13 7,1024.4,0.4,2024-04-18
5:39 pm,14.5,14.2,92,SW,7 4,13 7,1024.4,0.4,2024-04-18
