Time (AWST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,20.2,21.7,70,CALM,0 0,0 0,1011.8,0.0,2025-03-27
11:00 pm,20.9,22.2,65,CALM,0 0,0 0,1012.0,0.0,2025-03-27
10:30 pm,22.2,23.7,62,CALM,0 0,0 0,1012.2,0.0,2025-03-27
10:00 pm,23.8,24.9,52,CALM,0 0,0 0,1012.3,0.0,2025-03-27
9:30 pm,24.6,24.5,49,SSE,6 3,7 4,1012.5,0.0,2025-03-27
9:00 pm,27.0,26.1,38,SSE,7 4,11 6,1012.6,0.0,2025-03-27
8:30 pm,27.9,26.5,35,SSE,9 5,13 7,1012.6,0.0,2025-03-27
8:00 pm,28.8,27.9,34,S,7 4,13 7,1012.5,0.0,2025-03-27
7:30 pm,29.2,27.8,32,SSW,9 5,17 9,1012.4,0.0,2025-03-27
7:00 pm,29.4,28.5,33,SSW,7 4,13 7,1012.0,0.0,2025-03-27
6:30 pm,30.5,28.4,28,SSW,11 6,20 11,1011.8,0.0,2025-03-27
6:00 pm,31.2,29.0,26,SSW,11 6,20 11,1011.6,0.0,2025-03-27
5:30 pm,32.5,29.9,24,SSW,13 7,24 13,1011.5,0.0,2025-03-27
5:00 pm,33.6,31.5,23,SSW,11 6,20 11,1011.4,0.0,2025-03-27
4:30 pm,33.4,30.3,22,SSW,15 8,24 13,1011.4,0.0,2025-03-27
