Time (ACDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
6:30 am,13.4,13.5,81,CALM,0 0,0 0,1023.7,0.0,2024-02-09
6:00 am,13.4,13.1,81,SW,2 1,6 3,1023.5,0.0,2024-02-09
5:30 am,13.7,12.9,77,ESE,4 2,7 4,1023.3,0.0,2024-02-09
5:00 am,14.6,13.5,73,SE,6 3,9 5,1023.4,0.0,2024-02-09
4:30 am,15.8,14.1,68,SE,9 5,15 8,1023.4,0.0,2024-02-09
4:00 am,13.8,13.6,73,CALM,0 0,0 0,1023.4,0.0,2024-02-09
3:30 am,15.0,13.8,69,SSW,6 3,7 4,1023.5,0.0,2024-02-09
3:00 am,14.9,14.7,68,CALM,0 0,0 0,1023.4,0.0,2024-02-09
2:30 am,16.5,14.8,65,ESE,9 5,17 9,1023.6,0.0,2024-02-09
2:00 am,15.9,14.7,70,SSE,7 4,13 7,1024.1,0.0,2024-02-09
1:30 am,16.1,15.1,68,SSE,6 3,11 6,1024.2,0.0,2024-02-09
1:00 am,16.6,14.8,68,SE,11 6,22 12,1024.4,0.0,2024-02-09
12:30 am,16.7,15.3,68,SSE,9 5,15 8,1024.6,0.0,2024-02-09
12:00 am,16.8,15.4,68,SE,9 5,15 8,1024.6,0.0,2024-02-09
