Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
5:30 am,16.4,13.6,59,NE,13 7,20 11,1027.3,0.0,2023-04-24
5:00 am,17.0,14.2,57,NE,13 7,19 10,1027.3,0.0,2023-04-24
4:30 am,17.6,14.7,54,NE,13 7,19 10,1027.1,0.0,2023-04-24
4:00 am,17.3,14.8,56,NE,11 6,15 8,1027.2,0.0,2023-04-24
3:30 am,16.9,14.4,57,NE,11 6,13 7,1027.2,0.0,2023-04-24
3:00 am,16.3,14.5,58,NNE,7 4,9 5,1027.4,0.0,2023-04-24
2:30 am,16.9,14.8,57,NE,9 5,19 10,1027.5,0.0,2023-04-24
2:00 am,16.6,14.8,57,NE,7 4,11 6,1027.7,0.0,2023-04-24
1:30 am,16.8,14.6,56,NE,9 5,13 7,1027.8,0.0,2023-04-24
1:00 am,16.2,14.4,58,NE,7 4,11 6,1028.0,0.0,2023-04-24
12:30 am,17.1,14.9,55,NE,9 5,13 7,1028.2,0.0,2023-04-24
12:00 am,16.6,14.9,58,NE,7 4,11 6,1028.4,0.0,2023-04-24
