Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,26.1,32.4,92,CALM,0 0,0 0,1010.1,0.4,2024-01-20
11:00 pm,26.1,32.4,92,CALM,0 0,0 0,1010.4,0.4,2024-01-20
10:30 pm,26.2,31.5,90,SE,4 2,7 4,1010.6,0.4,2024-01-20
10:00 pm,25.9,31.9,91,CALM,0 0,0 0,1010.6,0.4,2024-01-20
9:30 pm,26.2,32.2,89,CALM,0 0,2 1,1010.3,0.4,2024-01-20
9:00 pm,26.5,32.1,87,ESE,2 1,4 2,1010.1,0.4,2024-01-20
8:30 pm,26.9,32.1,85,SE,4 2,7 4,1010.5,0.4,2024-01-20
8:00 pm,26.9,32.1,85,ESE,4 2,7 4,1010.1,0.4,2024-01-20
7:30 pm,27.1,31.5,82,E,7 4,13 7,1009.8,0.4,2024-01-20
7:00 pm,27.2,30.8,81,ENE,11 6,15 8,1009.3,0.4,2024-01-20
6:30 pm,27.8,32.2,79,E,7 4,15 8,1009.2,0.4,2024-01-20
