Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
6:00 pm,10.2,6.3,81,ESE,17 9,24 13,1026.0,0.0,2024-09-12
5:30 pm,10.4,5.9,79,ESE,20 11,32 17,1025.7,0.0,2024-09-12
5:00 pm,10.7,6.3,81,ESE,20 11,28 15,1025.6,0.0,2024-09-12
4:30 pm,10.8,6.5,83,SE,20 11,30 16,1025.3,0.0,2024-09-12
4:00 pm,12.9,8.4,68,ESE,20 11,28 15,1024.8,0.0,2024-09-12
3:30 pm,13.7,10.0,60,S,15 8,22 12,1024.5,0.0,2024-09-12
3:00 pm,13.4,10.5,63,SSE,11 6,15 8,1024.5,0.0,2024-09-12
2:30 pm,13.4,9.3,62,S,17 9,24 13,1024.5,0.0,2024-09-12
2:00 pm,13.3,8.9,63,S,19 10,26 14,1024.4,0.0,2024-09-12
1:30 pm,13.0,10.4,71,SSE,11 6,17 9,1024.4,0.0,2024-09-12
1:00 pm,11.1,7.7,79,S,15 8,19 10,1024.7,0.0,2024-09-12
12:30 pm,11.7,7.0,68,S,20 11,26 14,1024.7,0.0,2024-09-12
12:00 pm,11.9,7.2,67,S,20 11,28 15,1024.7,0.0,2024-09-12
11:30 am,12.2,6.7,66,SSW,24 13,32 17,1024.5,0.0,2024-09-12
11:00 am,12.6,6.3,63,SSW,28 15,33 18,1024.3,0.0,2024-09-12
10:30 am,12.9,7.0,63,S,26 14,35 19,1024.1,0.0,2024-09-12
10:00 am,12.7,5.7,63,SSW,32 17,35 19,1023.9,0.0,2024-09-12
9:30 am,15.0,11.9,60,SE,13 7,24 13,1023.7,0.0,2024-09-12
9:00 am,12.9,8.3,64,S,20 11,28 15,1023.9,0.0,2024-09-12
8:30 am,11.8,7.7,69,SSW,17 9,24 13,1024.0,0.0,2024-09-12
8:00 am,11.5,8.3,74,SSW,13 7,19 10,1023.7,0.0,2024-09-12
7:30 am,11.1,6.7,74,S,19 10,26 14,1023.3,0.0,2024-09-12
7:00 am,9.4,7.7,89,N,6 3,9 5,1022.9,0.0,2024-09-12
6:30 am,7.4,5.6,88,SSE,4 2,7 4,1022.4,0.0,2024-09-12
6:00 am,8.6,5.6,85,SE,11 6,13 7,1021.9,0.0,2024-09-12
5:30 am,9.3,6.9,85,SE,9 5,15 8,1022.2,0.0,2024-09-12
5:00 am,8.4,6.1,84,SSE,7 4,19 10,1022.1,0.0,2024-09-12
4:30 am,8.7,5.8,86,ESE,11 6,13 7,1022.1,0.0,2024-09-12
4:00 am,7.4,4.7,87,SE,9 5,13 7,1021.9,0.0,2024-09-12
3:30 am,7.4,3.8,86,SE,13 7,17 9,1021.4,0.0,2024-09-12
3:00 am,8.3,6.9,83,SE,2 1,11 6,1021.4,0.0,2024-09-12
2:30 am,8.0,5.3,86,SE,9 5,13 7,1021.3,0.0,2024-09-12
2:00 am,5.7,4.3,87,CALM,0 0,7 4,1021.2,0.0,2024-09-12
1:30 am,7.0,4.5,86,E,7 4,11 6,1021.4,0.0,2024-09-12
1:00 am,7.8,5.4,84,ESE,7 4,9 5,1021.5,0.0,2024-09-12
12:30 am,7.4,4.5,82,SE,9 5,13 7,1021.4,0.0,2024-09-12
12:00 am,8.2,5.4,81,SE,9 5,9 5,1021.8,0.0,2024-09-12
