Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
6:00 am,16.4,12.1,53,N,19 10,32 17,1004.9,0.0,2025-07-22
5:30 am,15.2,12.0,51,NNE,11 6,19 10,1005.3,0.0,2025-07-22
5:00 am,12.8,10.2,52,NNE,6 3,13 7,1005.9,0.0,2025-07-22
4:30 am,12.1,9.4,53,N,6 3,9 5,1006.4,0.0,2025-07-22
4:00 am,12.8,9.6,51,N,9 5,13 7,1006.7,0.0,2025-07-22
3:30 am,14.1,9.4,47,N,17 9,24 13,1007.3,0.0,2025-07-22
3:00 am,14.4,9.6,45,N,17 9,24 13,1008.0,0.0,2025-07-22
2:30 am,14.7,9.9,44,N,17 9,28 15,1008.7,0.0,2025-07-22
2:00 am,14.9,9.7,46,N,20 11,37 20,1008.9,0.0,2025-07-22
1:30 am,15.1,10.2,48,N,19 10,39 21,1009.6,0.0,2025-07-22
1:00 am,15.7,9.9,47,N,24 13,43 23,1010.0,0.0,2025-07-22
12:30 am,15.7,12.5,49,N,11 6,30 16,1010.3,0.0,2025-07-22
12:00 am,14.7,12.0,55,N,9 5,13 7,1010.1,0.0,2025-07-22
