Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
5:00 am,15.8,12.6,55,NNE,13 7,24 13,1007.2,0.8,2024-08-20
4:30 am,16.4,12.4,53,NNE,17 9,28 15,1006.9,0.8,2024-08-20
4:00 am,16.9,12.9,51,N,17 9,26 14,1007.3,0.8,2024-08-20
3:30 am,17.4,12.8,48,NNE,20 11,33 18,1007.4,0.8,2024-08-20
3:00 am,17.8,12.9,48,NNE,22 12,33 18,1007.8,0.8,2024-08-20
2:30 am,18.3,13.6,45,NNE,20 11,41 22,1008.0,0.8,2024-08-20
2:00 am,19.3,12.9,39,NNE,28 15,50 27,1008.1,0.8,2024-08-20
1:59 am,19.4,13.0,39,NNE,28 15,50 27,1008.1,0.8,2024-08-20
1:30 am,19.3,14.9,39,NNE,17 9,32 17,1008.0,0.8,2024-08-20
1:00 am,19.3,14.9,39,NNE,17 9,35 19,1008.0,0.8,2024-08-20
12:30 am,19.4,14.7,39,NNE,19 10,32 17,1008.3,0.8,2024-08-20
12:00 am,19.7,15.3,38,NE,17 9,32 17,1008.5,0.8,2024-08-20
