Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,20.4,20.9,79,ENE,9 5,–,1018.8,0.0,2024-11-23
11:00 pm,20.6,20.4,78,NNE,13 7,–,1018.9,0.0,2024-11-23
10:30 pm,20.7,21.8,77,N,6 3,–,1018.9,0.0,2024-11-23
10:00 pm,20.9,20.3,77,NNE,15 8,–,1018.9,0.0,2024-11-23
9:30 pm,21.0,18.7,76,NE,24 13,–,1018.6,0.0,2024-11-23
9:00 pm,21.1,18.8,76,NE,24 13,–,1018.3,0.0,2024-11-23
8:30 pm,21.1,18.1,76,NE,28 15,–,1018.2,0.0,2024-11-23
8:00 pm,21.2,18.4,74,NNE,26 14,–,1018.1,0.0,2024-11-23
7:30 pm,21.5,18.3,72,NE,28 15,–,1017.9,0.0,2024-11-23
7:00 pm,22.0,18.7,69,NE,28 15,–,1017.7,0.0,2024-11-23
6:30 pm,22.8,19.8,65,NE,26 14,–,1017.6,0.0,2024-11-23
6:00 pm,23.6,20.7,59,NE,24 13,–,1017.5,0.0,2024-11-23
5:30 pm,25.0,23.2,57,NE,20 11,–,1017.4,0.0,2024-11-23
5:00 pm,25.0,21.8,55,NE,26 14,–,1017.5,0.0,2024-11-23
4:30 pm,25.8,22.7,56,NE,28 15,–,1017.5,0.0,2024-11-23
4:00 pm,25.9,24.2,55,NE,20 11,–,1017.6,0.0,2024-11-23
3:30 pm,26.7,24.6,53,NE,22 12,–,1017.7,0.0,2024-11-23
3:00 pm,27.5,25.8,57,NE,24 13,–,1017.9,0.0,2024-11-23
2:30 pm,26.1,23.8,60,NE,26 14,–,1018.2,0.0,2024-11-23
2:00 pm,25.7,24.9,63,NE,19 10,–,1018.7,0.0,2024-11-23
1:30 pm,25.4,24.8,62,NE,17 9,–,1018.9,0.0,2024-11-23
1:00 pm,25.3,22.6,59,ENE,26 14,–,1019.3,0.0,2024-11-23
12:30 pm,25.3,22.7,62,ENE,28 15,–,1019.7,0.0,2024-11-23
12:00 pm,26.1,24.6,60,ENE,22 12,–,1020.2,0.0,2024-11-23
11:30 am,24.6,22.4,62,ENE,24 13,–,1020.4,0.0,2024-11-23
11:00 am,24.6,23.5,64,ENE,19 10,–,1020.7,0.0,2024-11-23
10:30 am,23.9,23.0,65,ENE,17 9,–,1021.0,0.0,2024-11-23
10:00 am,23.5,21.3,66,E,24 13,–,1021.2,0.0,2024-11-23
9:30 am,24.4,23.9,67,E,17 9,–,1021.4,0.0,2024-11-23
9:00 am,23.2,24.6,71,ENE,7 4,–,1021.5,0.0,2024-11-23
8:30 am,20.8,21.7,77,N,7 4,–,1021.6,0.0,2024-11-23
8:00 am,19.9,20.3,80,N,9 5,–,1021.9,0.0,2024-11-23
7:30 am,19.5,20.5,82,N,6 3,–,1021.7,0.0,2024-11-23
