Time (ACDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
6:30 am,21.3,22.0,81,NE,11 6,19 10,1005.8,0.0,2024-11-26
6:00 am,21.9,21.9,79,NE,15 8,22 12,1005.6,0.0,2024-11-26
5:30 am,21.7,21.7,80,NE,15 8,22 12,1005.6,0.0,2024-11-26
5:00 am,21.7,22.0,79,NE,13 7,20 11,1005.7,0.0,2024-11-26
4:30 am,21.4,21.5,78,NE,13 7,20 11,1005.8,0.0,2024-11-26
4:00 am,21.6,22.1,77,NE,11 6,17 9,1006.0,0.0,2024-11-26
3:30 am,21.7,22.6,77,NE,9 5,13 7,1006.1,0.0,2024-11-26
3:00 am,21.4,22.2,78,NE,9 5,13 7,1006.2,0.0,2024-11-26
2:30 am,21.2,22.3,78,NE,7 4,13 7,1006.3,0.0,2024-11-26
2:00 am,21.2,22.0,78,NE,9 5,15 8,1006.6,0.0,2024-11-26
1:30 am,21.4,22.9,79,NE,6 3,11 6,1006.8,0.0,2024-11-26
1:00 am,20.7,22.2,82,NE,6 3,9 5,1007.5,0.0,2024-11-26
12:30 am,19.7,22.1,85,CALM,0 0,0 0,1007.8,0.0,2024-11-26
12:00 am,19.8,22.1,83,CALM,0 0,0 0,1007.9,0.0,2024-11-26
