Time (ACDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
6:30 am,16.8,16.7,62,CALM,0 0,0 0,1017.4,0.0,2024-11-21
6:00 am,16.3,15.3,62,SE,4 2,7 4,1017.4,0.0,2024-11-21
5:30 am,16.9,15.8,64,SSE,6 3,7 4,1017.3,0.0,2024-11-21
5:00 am,15.0,13.5,65,S,6 3,7 4,1017.1,0.0,2024-11-21
4:30 am,14.8,13.3,65,SW,6 3,7 4,1017.2,0.0,2024-11-21
4:00 am,16.2,15.7,57,CALM,0 0,6 3,1017.1,0.0,2024-11-21
3:30 am,16.9,15.7,56,SSW,4 2,9 5,1017.2,0.0,2024-11-21
3:00 am,16.7,15.6,52,ENE,2 1,7 4,1017.1,0.0,2024-11-21
2:57 am,16.6,15.5,53,ENE,2 1,7 4,1017.1,0.0,2024-11-21
2:38 am,16.9,16.3,53,CALM,0 0,0 0,1017.4,0.0,2024-11-21
2:30 am,17.0,16.6,56,CALM,0 0,0 0,1017.4,0.0,2024-11-21
2:00 am,16.8,16.7,62,CALM,0 0,0 0,1017.6,0.0,2024-11-21
1:30 am,17.4,17.0,55,CALM,0 0,0 0,1017.7,0.0,2024-11-21
1:00 am,17.9,17.2,54,NW,2 1,7 4,1018.0,0.0,2024-11-21
12:30 am,17.6,17.3,56,CALM,0 0,0 0,1018.5,0.0,2024-11-21
12:00 am,18.7,18.3,50,CALM,0 0,0 0,1018.6,0.0,2024-11-21
