Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
5:30 am,19.7,16.2,44,NNE,15 8,22 12,1020.2,0.0,2025-05-05
5:00 am,19.2,16.1,46,N,13 7,26 14,1020.6,0.0,2025-05-05
4:30 am,19.2,16.1,46,N,13 7,20 11,1020.5,0.0,2025-05-05
4:00 am,19.7,16.6,44,N,13 7,24 13,1020.4,0.0,2025-05-05
3:30 am,19.9,16.8,44,N,13 7,19 10,1020.5,0.0,2025-05-05
3:00 am,20.1,16.3,44,N,17 9,28 15,1020.3,0.0,2025-05-05
2:30 am,20.4,17.3,43,N,13 7,22 12,1020.3,0.0,2025-05-05
2:00 am,20.5,16.6,42,N,17 9,28 15,1020.4,0.0,2025-05-05
1:30 am,20.5,17.0,42,N,15 8,22 12,1020.5,0.0,2025-05-05
1:00 am,20.8,16.9,41,N,17 9,26 14,1020.8,0.0,2025-05-05
12:30 am,20.8,17.3,41,N,15 8,28 15,1020.8,0.0,2025-05-05
12:00 am,20.4,17.2,41,NNE,13 7,20 11,1021.2,0.0,2025-05-05
