Time (ACDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
6:30 pm,24.5,21.9,49,SW,19 10,30 16,1013.1,0.0,2025-01-24
6:00 pm,25.4,22.6,45,SW,19 10,32 17,1013.2,0.0,2025-01-24
5:30 pm,25.1,21.8,46,SSW,22 12,37 20,1013.1,0.0,2025-01-24
5:00 pm,25.9,23.3,45,SW,19 10,32 17,1013.1,0.0,2025-01-24
4:30 pm,25.3,22.9,50,WSW,20 11,33 18,1013.3,0.0,2025-01-24
4:00 pm,24.4,21.5,49,SW,20 11,35 19,1013.4,0.0,2025-01-24
3:30 pm,23.8,20.9,50,SW,20 11,35 19,1013.9,0.0,2025-01-24
3:00 pm,23.5,20.9,55,SW,20 11,32 17,1013.8,0.0,2025-01-24
2:30 pm,24.0,21.8,55,WSW,19 10,30 16,1014.1,0.0,2025-01-24
2:00 pm,23.6,21.0,52,WSW,19 10,26 14,1014.4,0.0,2025-01-24
1:30 pm,23.7,21.0,51,SW,19 10,32 17,1014.5,0.0,2025-01-24
1:00 pm,23.3,20.9,51,SW,17 9,24 13,1014.8,0.0,2025-01-24
12:30 pm,22.5,20.4,52,SW,15 8,28 15,1015.2,0.0,2025-01-24
12:00 pm,22.3,19.3,52,W,19 10,28 15,1015.4,0.0,2025-01-24
11:30 am,22.7,20.4,49,WSW,15 8,24 13,1015.3,0.0,2025-01-24
11:00 am,22.7,21.6,46,S,7 4,15 8,1015.6,0.0,2025-01-24
10:30 am,21.9,20.5,50,SW,9 5,17 9,1015.7,0.0,2025-01-24
10:00 am,20.2,18.1,51,S,11 6,19 10,1015.9,0.0,2025-01-24
9:30 am,19.3,17.7,56,SSE,9 5,19 10,1016.0,0.0,2025-01-24
9:00 am,18.8,17.2,57,S,9 5,15 8,1015.7,0.0,2025-01-24
8:30 am,18.4,17.8,59,S,4 2,9 5,1015.5,0.0,2025-01-24
8:00 am,17.1,16.5,65,S,4 2,7 4,1015.4,0.0,2025-01-24
7:30 am,14.6,13.6,76,SSE,6 3,7 4,1015.2,0.0,2025-01-24
7:00 am,12.1,11.7,85,SE,2 1,6 3,1014.8,0.0,2025-01-24
6:30 am,11.6,10.8,87,SSE,4 2,7 4,1014.3,0.0,2025-01-24
6:00 am,12.0,10.6,82,SE,6 3,7 4,1014.2,0.0,2025-01-24
5:30 am,12.2,11.0,84,SE,6 3,7 4,1014.1,0.0,2025-01-24
5:00 am,12.3,12.1,80,CALM,0 0,0 0,1014.1,0.0,2025-01-24
4:30 am,12.5,12.4,81,CALM,0 0,0 0,1014.3,0.0,2025-01-24
4:00 am,12.8,12.6,78,CALM,0 0,6 3,1014.1,0.0,2025-01-24
3:30 am,13.2,13.1,77,CALM,0 0,0 0,1014.1,0.0,2025-01-24
3:00 am,13.5,13.3,75,CALM,0 0,0 0,1014.3,0.0,2025-01-24
2:30 am,14.0,12.8,74,SSE,6 3,7 4,1014.3,0.0,2025-01-24
2:00 am,14.1,13.2,73,SSE,4 2,7 4,1014.3,0.0,2025-01-24
1:30 am,14.4,13.5,72,SSE,4 2,6 3,1014.5,0.0,2025-01-24
1:00 am,14.7,14.6,71,CALM,0 0,0 0,1014.6,0.0,2025-01-24
12:30 am,15.3,14.1,68,S,6 3,11 6,1014.5,0.0,2025-01-24
12:00 am,15.5,14.1,68,S,7 4,11 6,1014.6,0.0,2025-01-24
