Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
5:30 pm,13.4,10.0,68,NW,15 8,22 12,1018.6,0.0,2025-08-05
5:00 pm,14.2,11.1,63,WNW,13 7,20 11,1018.6,0.0,2025-08-05
4:30 pm,14.8,10.5,63,NW,20 11,33 18,1018.4,0.0,2025-08-05
4:00 pm,15.1,11.1,64,NW,19 10,32 17,1018.3,0.0,2025-08-05
3:30 pm,15.4,11.5,64,NW,19 10,30 16,1018.3,0.0,2025-08-05
3:00 pm,15.5,11.4,63,NW,20 11,30 16,1018.2,0.0,2025-08-05
2:30 pm,15.3,10.7,62,WNW,22 12,33 18,1018.2,0.0,2025-08-05
2:00 pm,15.3,10.9,65,NW,22 12,32 17,1018.1,0.0,2025-08-05
1:30 pm,15.0,10.3,68,NW,24 13,35 19,1018.4,0.0,2025-08-05
1:00 pm,14.6,9.8,68,NNW,24 13,35 19,1018.6,0.0,2025-08-05
12:30 pm,14.8,11.1,71,NW,19 10,28 15,1018.9,0.0,2025-08-05
12:00 pm,14.4,10.7,73,NW,19 10,30 16,1019.1,0.0,2025-08-05
11:30 am,13.8,10.5,75,NW,17 9,22 12,1019.2,0.0,2025-08-05
11:00 am,12.7,9.3,80,NNW,17 9,30 16,1019.3,0.0,2025-08-05
10:47 am,12.5,9.1,81,NW,17 9,24 13,1019.3,0.0,2025-08-05
10:30 am,11.8,8.8,85,N,15 8,20 11,1019.3,0.0,2025-08-05
10:00 am,11.4,8.7,86,N,13 7,20 11,1019.3,0.0,2025-08-05
9:30 am,10.9,8.7,89,N,11 6,17 9,1019.1,0.0,2025-08-05
9:00 am,10.3,8.4,91,N,9 5,17 9,1019.0,1.2,2025-08-05
8:30 am,9.9,7.5,92,N,11 6,19 10,1018.7,1.2,2025-08-05
8:00 am,10.2,8.2,91,N,9 5,15 8,1018.2,1.2,2025-08-05
7:57 am,10.2,8.3,92,N,9 5,13 7,1018.2,1.2,2025-08-05
7:30 am,9.9,7.5,91,N,11 6,15 8,1017.8,1.2,2025-08-05
7:00 am,10.8,8.2,90,NW,13 7,19 10,1017.2,1.2,2025-08-05
6:30 am,10.9,8.7,89,NW,11 6,20 11,1016.9,1.2,2025-08-05
6:00 am,10.7,8.5,91,NW,11 6,17 9,1016.5,1.2,2025-08-05
5:30 am,10.5,7.8,90,NW,13 7,20 11,1016.0,1.2,2025-08-05
5:00 am,10.7,7.6,89,NW,15 8,24 13,1015.6,1.2,2025-08-05
4:30 am,10.6,8.4,91,WNW,11 6,17 9,1015.3,1.2,2025-08-05
4:00 am,10.7,8.0,89,WNW,13 7,22 12,1015.0,1.2,2025-08-05
3:30 am,10.8,7.4,90,WNW,17 9,26 14,1014.7,1.2,2025-08-05
3:00 am,10.8,7.4,90,WNW,17 9,26 14,1014.6,1.2,2025-08-05
2:30 am,10.7,6.8,88,WNW,19 10,32 17,1014.3,1.2,2025-08-05
2:00 am,10.7,6.7,85,WNW,19 10,33 18,1014.3,1.2,2025-08-05
1:30 am,10.8,6.9,87,WNW,19 10,30 16,1014.3,1.2,2025-08-05
1:00 am,10.8,6.7,87,WNW,20 11,35 19,1014.1,1.2,2025-08-05
12:39 am,11.0,7.0,88,WNW,20 11,33 18,1014.2,1.2,2025-08-05
12:30 am,11.0,7.2,87,WNW,19 10,32 17,1014.3,1.2,2025-08-05
12:29 am,11.0,7.2,87,WNW,19 10,32 17,1014.2,1.2,2025-08-05
12:00 am,11.1,7.1,82,NW,19 10,33 18,1014.1,1.0,2025-08-05
