Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
7:00 am,10.7,10.5,99,ENE,2 1,6 3,1015.9,0.0,2025-03-01
6:30 am,9.8,8.0,97,ENE,9 5,9 5,1015.6,0.0,2025-03-01
6:00 am,11.0,9.7,93,ENE,7 4,11 6,1015.4,0.0,2025-03-01
5:30 am,11.2,11.5,99,CALM,0 0,6 3,1015.5,0.0,2025-03-01
5:00 am,12.5,12.9,92,CALM,0 0,0 0,1015.4,0.0,2025-03-01
4:30 am,12.7,13.1,90,CALM,0 0,0 0,1015.4,0.0,2025-03-01
4:00 am,12.5,11.2,92,SE,9 5,11 6,1015.5,0.0,2025-03-01
3:30 am,12.4,10.6,91,SE,11 6,15 8,1015.7,0.0,2025-03-01
3:00 am,13.3,11.3,89,ESE,13 7,17 9,1015.9,0.0,2025-03-01
2:30 am,13.3,12.0,88,SE,9 5,13 7,1016.1,0.0,2025-03-01
2:00 am,13.1,11.3,87,SE,11 6,13 7,1016.2,0.0,2025-03-01
1:30 am,15.1,13.9,80,SE,9 5,11 6,1016.3,0.0,2025-03-01
1:00 am,16.0,15.3,77,ESE,7 4,9 5,1016.4,0.0,2025-03-01
12:30 am,16.2,15.3,80,SE,9 5,11 6,1016.3,0.0,2025-03-01
12:00 am,18.3,17.8,70,SE,7 4,9 5,1016.1,0.0,2025-03-01
