Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,11.4,8.1,63,NNE,11 6,17 9,1023.1,0.0,2024-07-22
11:00 pm,11.8,8.6,64,NNE,11 6,19 10,1023.3,0.0,2024-07-22
10:30 pm,11.6,8.6,68,NE,11 6,17 9,1023.5,0.0,2024-07-22
10:00 pm,12.1,9.5,66,NNE,9 5,15 8,1023.5,0.0,2024-07-22
9:30 pm,12.3,9.8,68,NNE,9 5,13 7,1023.6,0.0,2024-07-22
9:00 pm,12.5,10.0,67,NE,9 5,13 7,1023.6,0.0,2024-07-22
8:30 pm,12.5,10.1,70,NE,9 5,13 7,1023.5,0.0,2024-07-22
8:00 pm,12.9,11.0,70,NNE,7 4,11 6,1023.5,0.0,2024-07-22
7:30 pm,13.1,11.2,69,NNE,7 4,11 6,1023.5,0.0,2024-07-22
7:00 pm,13.3,11.3,67,N,7 4,11 6,1023.4,0.0,2024-07-22
6:30 pm,13.9,12.1,64,N,6 3,9 5,1023.3,0.0,2024-07-22
6:00 pm,15.0,12.6,59,NNW,9 5,15 8,1023.1,0.0,2024-07-22
