Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,13.2,11.7,66,ESE,4 2,9 5,1012.7,0.0,2024-07-22
11:00 pm,13.0,11.5,66,NNW,4 2,7 4,1012.9,0.0,2024-07-22
10:30 pm,12.9,11.6,62,NNW,2 1,6 3,1012.8,0.0,2024-07-22
10:00 pm,13.7,11.1,60,N,9 5,17 9,1012.9,0.0,2024-07-22
9:30 pm,13.8,10.0,58,N,15 8,22 12,1012.7,0.0,2024-07-22
9:00 pm,13.8,9.9,57,N,15 8,22 12,1012.7,0.0,2024-07-22
8:30 pm,13.8,9.2,57,N,19 10,26 14,1012.4,0.0,2024-07-22
8:00 pm,14.5,9.6,54,NNW,20 11,32 17,1012.3,0.0,2024-07-22
7:30 pm,14.7,8.4,54,NNW,28 15,43 23,1012.4,0.0,2024-07-22
7:00 pm,15.0,9.4,52,NNW,24 13,43 23,1012.4,0.0,2024-07-22
6:30 pm,15.1,9.9,52,NW,22 12,32 17,1012.3,0.0,2024-07-22
