Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
6:00 am,12.6,10.3,94,WSW,15 8,–,1032.0,16.6,2023-08-06
5:30 am,12.8,10.2,94,SW,17 9,–,1031.7,16.6,2023-08-06
5:00 am,13.0,10.7,93,SSW,15 8,–,1031.4,16.6,2023-08-06
4:30 am,13.3,10.8,93,SW,17 9,–,1031.4,16.6,2023-08-06
4:00 am,13.7,11.2,91,SW,17 9,–,1031.3,16.0,2023-08-06
3:30 am,14.1,11.9,88,S,15 8,–,1031.1,16.0,2023-08-06
3:00 am,14.8,11.8,83,S,19 10,–,1031.1,16.0,2023-08-06
2:30 am,15.0,12.9,84,SSW,15 8,–,1031.1,16.0,2023-08-06
2:00 am,14.8,12.7,86,S,15 8,–,1031.1,16.0,2023-08-06
1:30 am,14.6,12.7,90,S,15 8,–,1031.1,16.0,2023-08-06
1:00 am,14.5,12.7,92,S,15 8,–,1031.0,16.0,2023-08-06
12:30 am,14.4,12.7,95,S,15 8,–,1031.0,16.0,2023-08-06
12:00 am,14.5,13.2,95,SSE,13 7,–,1031.0,16.0,2023-08-06
