Time (ACDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,13.5,13.0,92,S,6 3,9 5,1028.2,1.4,2023-10-05
11:00 pm,13.8,12.9,93,SSW,9 5,17 9,1028.2,1.2,2023-10-05
10:55 pm,13.8,12.6,93,S,11 6,17 9,1028.2,1.2,2023-10-05
10:50 pm,13.8,12.6,94,SSW,11 6,15 8,1028.2,1.2,2023-10-05
10:30 pm,13.8,13.7,96,SSW,6 3,9 5,1028.0,1.0,2023-10-05
10:27 pm,13.8,13.7,96,SSW,6 3,9 5,1028.0,1.0,2023-10-05
10:17 pm,13.7,13.5,96,SSW,6 3,9 5,1027.9,1.0,2023-10-05
10:00 pm,13.4,12.5,95,SSW,9 5,15 8,1027.8,0.8,2023-10-05
9:34 pm,13.9,11.3,89,SW,17 9,30 16,1027.7,0.4,2023-10-05
9:31 pm,14.1,11.1,86,SW,19 10,30 16,1027.7,0.4,2023-10-05
9:30 pm,14.3,11.3,85,SW,19 10,30 16,1027.7,0.4,2023-10-05
9:08 pm,14.9,11.8,81,WSW,19 10,37 20,1027.4,0.4,2023-10-05
9:00 pm,14.9,11.6,80,WSW,20 11,37 20,1027.3,0.4,2023-10-05
8:30 pm,14.9,12.7,84,SW,15 8,28 15,1027.0,0.4,2023-10-05
8:24 pm,14.9,12.3,83,SW,17 9,28 15,1027.0,0.4,2023-10-05
8:00 pm,15.0,11.7,80,WSW,20 11,33 18,1026.8,0.4,2023-10-05
7:30 pm,15.0,12.3,80,WSW,17 9,26 14,1026.6,0.4,2023-10-05
7:00 pm,15.3,12.5,78,SW,17 9,33 18,1026.4,0.4,2023-10-05
