Time (AWST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
4:00 pm,27.3,24.4,50,SSW,26 14,41 22,1009.7,0.0,2024-01-09
3:34 pm,27.4,24.1,50,SSW,28 15,48 26,1009.9,0.0,2024-01-09
3:30 pm,27.4,24.7,52,SSW,26 14,48 26,1009.8,0.0,2024-01-09
3:00 pm,27.5,25.3,52,SW,24 13,41 22,1010.0,0.0,2024-01-09
2:30 pm,27.3,25.4,52,SSW,22 12,37 20,1010.3,0.0,2024-01-09
2:00 pm,27.0,25.1,53,SSW,22 12,35 19,1010.4,0.0,2024-01-09
1:30 pm,27.4,25.2,53,SSW,24 13,37 20,1010.5,0.0,2024-01-09
1:00 pm,28.0,26.3,49,SSW,20 11,32 17,1010.5,0.0,2024-01-09
12:30 pm,28.0,26.2,48,SSW,20 11,33 18,1010.7,0.0,2024-01-09
12:00 pm,29.1,28.1,46,SSW,17 9,26 14,1010.7,0.0,2024-01-09
11:30 am,29.8,27.3,34,SSW,17 9,26 14,1010.7,0.0,2024-01-09
11:00 am,28.4,26.0,38,SSW,17 9,24 13,1011.0,0.0,2024-01-09
10:30 am,27.5,26.2,43,SSW,13 7,24 13,1011.3,0.0,2024-01-09
10:00 am,25.8,24.7,45,S,11 6,22 12,1011.5,0.0,2024-01-09
9:30 am,24.1,22.0,48,S,15 8,24 13,1011.6,0.0,2024-01-09
9:00 am,23.1,20.9,50,S,15 8,24 13,1011.8,0.0,2024-01-09
8:30 am,22.4,20.7,53,S,13 7,22 12,1011.8,0.0,2024-01-09
8:00 am,21.7,20.1,57,S,13 7,24 13,1011.7,0.0,2024-01-09
7:30 am,20.7,19.1,61,SSW,13 7,26 14,1011.6,0.0,2024-01-09
7:00 am,19.9,18.3,64,S,13 7,20 11,1011.3,0.0,2024-01-09
6:30 am,18.9,17.2,67,S,13 7,19 10,1011.2,0.0,2024-01-09
6:00 am,18.2,16.6,71,S,13 7,26 14,1011.3,0.0,2024-01-09
5:30 am,18.2,16.5,70,S,13 7,24 13,1011.0,0.0,2024-01-09
5:00 am,18.4,16.4,70,S,15 8,28 15,1010.8,0.0,2024-01-09
4:30 am,18.9,17.2,67,S,13 7,24 13,1010.5,0.0,2024-01-09
4:00 am,19.0,17.3,65,S,13 7,26 14,1010.3,0.0,2024-01-09
3:30 am,19.3,17.5,63,S,13 7,19 10,1010.2,0.0,2024-01-09
3:00 am,19.6,18.5,61,S,9 5,19 10,1010.1,0.0,2024-01-09
2:30 am,20.1,18.2,59,S,13 7,28 15,1010.1,0.0,2024-01-09
2:00 am,20.5,19.0,58,S,11 6,19 10,1010.1,0.0,2024-01-09
1:30 am,21.0,19.6,57,S,11 6,22 12,1010.1,0.0,2024-01-09
1:00 am,21.3,20.1,58,SSW,11 6,22 12,1010.2,0.0,2024-01-09
12:30 am,21.9,20.3,56,SSW,13 7,20 11,1010.3,0.0,2024-01-09
12:00 am,22.3,21.1,59,S,13 7,20 11,1010.3,0.0,2024-01-09
