Time (ACDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,24.9,21.7,35,E,15 8,22 12,1016.4,0.0,2024-01-11
11:00 pm,24.7,21.9,36,E,13 7,17 9,1016.4,0.0,2024-01-11
10:30 pm,24.8,23.3,41,ESE,9 5,17 9,1016.4,0.0,2024-01-11
10:00 pm,24.5,23.6,42,S,6 3,9 5,1016.3,0.0,2024-01-11
9:30 pm,26.8,24.7,34,ESE,11 6,17 9,1015.9,0.0,2024-01-11
9:00 pm,25.4,25.5,45,SSE,4 2,7 4,1015.9,0.0,2024-01-11
8:30 pm,27.6,27.3,37,SE,4 2,7 4,1015.8,0.0,2024-01-11
8:00 pm,29.3,28.0,33,ESE,9 5,17 9,1015.6,0.0,2024-01-11
7:30 pm,30.8,29.5,30,SSE,9 5,13 7,1015.4,0.0,2024-01-11
7:00 pm,31.7,31.0,30,E,7 4,13 7,1015.3,0.0,2024-01-11
6:30 pm,31.5,30.9,31,ESE,7 4,13 7,1015.4,0.0,2024-01-11
6:00 pm,31.7,30.0,31,ESE,13 7,19 10,1015.4,0.0,2024-01-11
5:30 pm,32.0,30.8,31,S,11 6,19 10,1015.2,0.0,2024-01-11
5:00 pm,32.2,30.8,32,S,13 7,20 11,1015.3,0.0,2024-01-11
4:30 pm,32.0,30.2,31,S,15 8,26 14,1015.6,0.0,2024-01-11
4:00 pm,32.7,31.6,32,SSW,13 7,22 12,1015.7,0.0,2024-01-11
3:30 pm,33.0,32.2,32,WSW,11 6,26 14,1016.1,0.0,2024-01-11
3:00 pm,33.0,32.0,33,WSW,13 7,22 12,1016.4,0.0,2024-01-11
2:30 pm,32.7,31.8,34,W,13 7,19 10,1016.6,0.0,2024-01-11
2:00 pm,30.8,30.4,38,WSW,11 6,17 9,1017.1,0.0,2024-01-11
1:30 pm,29.2,28.5,42,WSW,13 7,19 10,1017.4,0.0,2024-01-11
1:00 pm,28.8,26.9,38,WSW,15 8,20 11,1017.6,0.0,2024-01-11
12:30 pm,28.4,27.8,40,WSW,9 5,15 8,1017.8,0.0,2024-01-11
12:00 pm,28.2,26.5,37,SW,13 7,20 11,1018.0,0.0,2024-01-11
11:30 am,28.3,27.8,37,SW,6 3,13 7,1018.2,0.0,2024-01-11
11:00 am,27.2,26.1,34,SSW,6 3,11 6,1018.3,0.0,2024-01-11
10:30 am,26.0,25.0,39,WNW,7 4,9 5,1018.5,0.0,2024-01-11
10:00 am,24.6,23.9,43,NNE,6 3,9 5,1018.6,0.0,2024-01-11
9:30 am,23.7,22.7,43,SSW,6 3,9 5,1018.7,0.0,2024-01-11
9:00 am,23.5,23.7,48,SSE,2 1,9 5,1018.8,0.0,2024-01-11
8:30 am,22.3,21.6,50,ESE,6 3,9 5,1018.6,0.0,2024-01-11
8:00 am,19.4,19.8,60,CALM,0 0,0 0,1018.4,0.0,2024-01-11
7:30 am,18.5,17.6,63,NE,7 4,11 6,1018.2,0.0,2024-01-11
7:00 am,16.0,15.4,75,NE,6 3,9 5,1017.8,0.0,2024-01-11
