Time (ACDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
6:30 am,14.5,15.3,88,CALM,0 0,7 4,1017.0,3.8,2024-12-29
6:00 am,14.7,15.1,86,E,2 1,9 5,1016.6,3.8,2024-12-29
5:30 am,15.5,15.1,81,ESE,6 3,7 4,1016.4,3.8,2024-12-29
5:00 am,14.9,14.4,84,SE,6 3,7 4,1016.0,3.8,2024-12-29
4:30 am,15.1,14.5,84,ESE,7 4,9 5,1016.0,3.8,2024-12-29
4:00 am,15.4,15.0,83,SE,6 3,9 5,1015.9,3.8,2024-12-29
3:30 am,14.9,15.7,86,CALM,0 0,0 0,1015.8,3.8,2024-12-29
3:00 am,15.3,15.1,86,ESE,6 3,7 4,1015.9,3.8,2024-12-29
2:30 am,15.4,15.9,84,SE,2 1,6 3,1016.0,3.8,2024-12-29
2:00 am,16.5,16.2,78,SSE,6 3,7 4,1016.1,3.8,2024-12-29
1:30 am,17.3,17.1,76,SSW,6 3,11 6,1016.3,3.8,2024-12-29
1:00 am,17.4,17.0,75,SW,7 4,13 7,1016.3,3.8,2024-12-29
12:30 am,17.5,17.6,74,SW,4 2,9 5,1016.4,3.8,2024-12-29
12:00 am,17.8,17.4,74,SW,7 4,11 6,1016.4,3.8,2024-12-29
