Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
7:00 am,21.5,18.9,66,SSE,22 12,–,1010.9,0.0,2024-01-22
6:30 am,21.4,18.6,68,SSE,24 13,–,1010.4,0.0,2024-01-22
6:00 am,21.5,20.2,74,S,19 10,–,1009.9,0.0,2024-01-22
5:30 am,21.5,19.9,73,SSE,20 11,–,1009.5,0.0,2024-01-22
5:00 am,21.5,20.7,76,S,17 9,–,1008.9,0.0,2024-01-22
4:30 am,21.5,20.6,75,S,17 9,–,1008.6,0.0,2024-01-22
4:00 am,21.3,20.4,76,S,17 9,–,1008.3,0.0,2024-01-22
3:30 am,21.4,19.2,76,S,24 13,–,1008.1,0.0,2024-01-22
3:00 am,21.4,19.6,76,S,22 12,–,1007.9,0.0,2024-01-22
2:30 am,21.8,20.3,77,S,22 12,–,1007.8,0.0,2024-01-22
2:00 am,21.9,21.0,80,S,20 11,–,1007.3,0.0,2024-01-22
1:30 am,22.1,20.5,79,S,24 13,–,1007.1,0.0,2024-01-22
1:00 am,22.3,20.6,81,S,26 14,–,1006.8,0.0,2024-01-22
12:30 am,22.4,19.9,80,S,30 16,–,1006.6,0.0,2024-01-22
12:00 am,22.6,19.2,80,S,35 19,–,1005.7,0.0,2024-01-22
