Time (AWST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,10.4,9.7,80,CALM,0 0,0 0,1020.8,0.0,2025-05-18
11:00 pm,10.3,9.5,76,CALM,0 0,0 0,1021.0,0.0,2025-05-18
10:30 pm,10.7,9.8,73,CALM,0 0,0 0,1021.1,0.0,2025-05-18
10:00 pm,11.2,10.7,79,CALM,0 0,0 0,1021.2,0.0,2025-05-18
9:30 pm,11.7,11.1,75,CALM,0 0,0 0,1021.3,0.0,2025-05-18
9:00 pm,12.4,11.5,66,CALM,0 0,0 0,1021.4,0.0,2025-05-18
8:30 pm,12.7,11.7,63,CALM,0 0,0 0,1021.3,0.0,2025-05-18
8:00 pm,13.4,12.5,61,CALM,0 0,0 0,1021.2,0.0,2025-05-18
7:30 pm,14.0,13.0,56,CALM,0 0,0 0,1021.2,0.0,2025-05-18
7:00 pm,15.0,14.0,53,CALM,0 0,0 0,1021.2,0.0,2025-05-18
6:30 pm,16.1,14.9,47,CALM,0 0,0 0,1021.0,0.0,2025-05-18
6:00 pm,17.6,16.4,42,CALM,0 0,0 0,1020.9,0.0,2025-05-18
5:30 pm,19.6,17.5,40,SW,6 3,7 4,1020.9,0.0,2025-05-18
5:00 pm,22.2,19.5,28,WSW,6 3,11 6,1020.8,0.0,2025-05-18
4:30 pm,23.6,20.8,26,WSW,7 4,13 7,1020.8,0.0,2025-05-18
