Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
5:30 am,10.9,7.5,70,SW,13 7,26 14,1014.7,1.4,2023-09-05
5:00 am,11.3,7.0,67,SW,17 9,32 17,1014.3,1.4,2023-09-05
4:30 am,11.3,8.0,73,SW,13 7,22 12,1013.9,1.4,2023-09-05
4:00 am,11.4,8.6,82,SW,13 7,20 11,1013.6,1.4,2023-09-05
3:30 am,11.6,9.2,89,W,13 7,19 10,1013.2,1.2,2023-09-05
3:04 am,11.6,9.7,93,W,11 6,17 9,1013.3,1.2,2023-09-05
3:03 am,11.6,9.7,93,W,11 6,19 10,1013.3,1.2,2023-09-05
3:00 am,11.6,9.3,93,W,13 7,19 10,1013.3,1.2,2023-09-05
2:30 am,11.7,7.9,89,WNW,20 11,33 18,1013.1,0.4,2023-09-05
2:29 am,11.8,8.0,88,WNW,20 11,33 18,1013.1,0.2,2023-09-05
2:24 am,12.1,8.5,86,WNW,19 10,33 18,1013.0,0.0,2023-09-05
2:06 am,12.9,7.5,80,NW,28 15,46 25,1013.0,0.0,2023-09-05
2:00 am,13.2,8.1,77,NW,26 14,46 25,1012.9,0.0,2023-09-05
1:30 am,13.0,9.0,77,NW,20 11,35 19,1012.9,0.0,2023-09-05
1:00 am,10.8,8.5,79,N,9 5,13 7,1013.0,0.0,2023-09-05
12:30 am,10.0,7.0,77,NNE,11 6,15 8,1012.9,0.0,2023-09-05
12:00 am,9.8,6.8,76,NNE,11 6,15 8,1012.8,0.0,2023-09-05
