Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,12.8,7.9,56,W,19 10,–,1021.4,0.0,2023-08-10
11:00 pm,13.4,8.3,53,W,20 11,–,1021.2,0.0,2023-08-10
10:30 pm,13.9,9.0,51,W,19 10,–,1021.3,0.0,2023-08-10
10:00 pm,14.5,8.9,47,W,22 12,–,1021.2,0.0,2023-08-10
9:30 pm,14.7,8.7,46,W,24 13,–,1021.1,0.0,2023-08-10
9:00 pm,15.0,9.7,44,W,20 11,–,1021.0,0.0,2023-08-10
8:30 pm,15.4,9.7,43,W,22 12,–,1021.0,0.0,2023-08-10
8:00 pm,15.9,12.3,41,SW,11 6,–,1020.7,0.0,2023-08-10
7:30 pm,16.3,11.5,40,WSW,17 9,–,1020.4,0.0,2023-08-10
7:00 pm,16.8,11.3,37,WSW,20 11,–,1019.6,0.0,2023-08-10
6:30 pm,17.2,10.3,37,W,28 15,–,1018.6,0.0,2023-08-10
