Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
7:00 am,20.9,22.0,97,NE,15 8,–,1020.0,12.4,2025-03-11
6:30 am,20.9,22.7,97,NE,11 6,–,1019.6,11.2,2025-03-11
6:00 am,20.9,23.7,97,ENE,6 3,–,1019.4,9.6,2025-03-11
5:30 am,20.9,22.7,97,E,11 6,–,1019.2,7.8,2025-03-11
5:00 am,21.0,23.2,96,ENE,9 5,–,1019.0,5.4,2025-03-11
4:30 am,20.9,23.9,95,SSW,4 2,–,1018.8,4.0,2025-03-11
4:00 am,20.9,24.3,96,SSE,2 1,–,1018.8,3.6,2025-03-11
3:30 am,21.0,24.8,95,CALM,0 0,–,1019.0,2.4,2025-03-11
3:00 am,20.9,24.3,95,S,2 1,–,1019.2,1.6,2025-03-11
2:30 am,20.7,24.0,95,E,2 1,–,1019.6,1.6,2025-03-11
2:00 am,20.9,24.5,93,CALM,0 0,–,1020.0,0.8,2025-03-11
1:30 am,21.3,23.8,91,NNE,6 3,–,1020.2,0.0,2025-03-11
1:00 am,21.8,23.4,89,ENE,11 6,–,1020.2,0.0,2025-03-11
12:30 am,22.1,23.7,88,ENE,11 6,–,1020.3,0.0,2025-03-11
12:00 am,22.1,24.0,87,NE,9 5,–,1020.4,0.0,2025-03-11
