Time (AWST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
4:00 pm,26.5,23.2,49,SW,26 14,46 25,1006.0,0.0,2023-12-17
3:30 pm,27.1,24.5,47,SSW,22 12,35 19,1006.0,0.0,2023-12-17
3:00 pm,27.8,25.1,47,SSW,24 13,41 22,1006.0,0.0,2023-12-17
2:30 pm,28.5,26.6,44,SW,19 10,30 16,1005.9,0.0,2023-12-17
2:00 pm,28.6,26.6,45,SW,20 11,35 19,1005.8,0.0,2023-12-17
1:30 pm,28.8,26.6,43,SW,20 11,32 17,1005.7,0.0,2023-12-17
1:00 pm,29.5,27.3,40,SW,19 10,35 19,1005.6,0.0,2023-12-17
12:30 pm,28.7,26.7,43,WSW,19 10,30 16,1005.7,0.0,2023-12-17
12:00 pm,30.7,29.9,39,SSW,13 7,26 14,1005.4,0.0,2023-12-17
11:30 am,30.4,29.9,36,S,9 5,19 10,1005.4,0.0,2023-12-17
11:00 am,29.4,28.7,37,SSE,9 5,17 9,1005.5,0.0,2023-12-17
10:30 am,28.7,28.2,37,ESE,7 4,13 7,1005.7,0.0,2023-12-17
10:00 am,28.6,28.5,39,SE,6 3,13 7,1005.7,0.0,2023-12-17
9:30 am,26.7,25.6,43,ESE,11 6,19 10,1005.7,0.0,2023-12-17
9:00 am,25.4,23.8,45,ESE,13 7,32 17,1005.8,0.0,2023-12-17
8:30 am,24.6,23.0,48,SE,13 7,19 10,1005.7,0.0,2023-12-17
8:00 am,24.4,23.2,48,SE,11 6,22 12,1005.2,0.0,2023-12-17
7:30 am,23.7,22.6,47,ENE,9 5,15 8,1004.6,0.0,2023-12-17
7:00 am,22.8,21.6,53,ESE,11 6,19 10,1004.3,0.0,2023-12-17
6:30 am,21.9,20.1,54,ESE,13 7,19 10,1004.0,0.0,2023-12-17
6:00 am,21.7,21.3,55,ESE,6 3,11 6,1003.7,0.0,2023-12-17
5:30 am,21.5,20.4,55,SE,9 5,15 8,1003.0,0.0,2023-12-17
5:00 am,21.9,21.4,53,ESE,6 3,11 6,1002.5,0.0,2023-12-17
4:30 am,23.1,21.6,49,ESE,11 6,20 11,1002.0,0.0,2023-12-17
4:00 am,23.6,21.8,48,ESE,13 7,19 10,1001.6,0.0,2023-12-17
3:30 am,24.1,22.5,45,ESE,11 6,20 11,1001.3,0.0,2023-12-17
3:00 am,24.6,22.5,43,ESE,13 7,19 10,1000.8,0.0,2023-12-17
2:30 am,24.3,23.1,45,ESE,9 5,17 9,1000.7,0.0,2023-12-17
2:00 am,24.1,23.3,46,SE,7 4,11 6,1000.7,0.0,2023-12-17
1:30 am,23.9,23.4,49,ESE,7 4,11 6,1000.7,0.0,2023-12-17
1:00 am,24.1,24.2,49,E,4 2,9 5,1001.0,0.0,2023-12-17
12:30 am,24.2,24.4,50,S,4 2,7 4,1001.6,0.0,2023-12-17
12:00 am,25.0,25.0,48,SSW,6 3,17 9,1001.9,0.0,2023-12-17
