Time (AWST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,19.7,20.1,80,SSE,9 5,13 7,1016.0,0.0,2023-03-14
11:00 pm,20.2,20.6,79,S,9 5,15 8,1016.3,0.0,2023-03-14
10:30 pm,20.5,21.1,79,SSE,9 5,15 8,1016.3,0.0,2023-03-14
10:00 pm,20.7,21.2,77,S,9 5,17 9,1016.6,0.0,2023-03-14
9:30 pm,20.8,21.1,74,S,9 5,13 7,1016.5,0.0,2023-03-14
9:00 pm,21.2,21.0,71,SSW,11 6,22 12,1016.4,0.0,2023-03-14
8:30 pm,21.4,20.7,69,SSW,13 7,24 13,1016.3,0.0,2023-03-14
8:00 pm,21.5,21.5,68,SSW,9 5,13 7,1016.2,0.0,2023-03-14
7:30 pm,21.8,21.2,64,SW,11 6,19 10,1015.8,0.0,2023-03-14
7:00 pm,22.2,21.1,61,SSW,13 7,22 12,1015.4,0.0,2023-03-14
6:30 pm,22.8,21.6,58,SW,13 7,20 11,1015.0,0.0,2023-03-14
6:00 pm,23.4,22.1,54,SSW,13 7,30 16,1014.9,0.0,2023-03-14
5:30 pm,24.7,23.3,53,SSW,15 8,24 13,1014.8,0.0,2023-03-14
5:00 pm,25.5,23.9,49,SW,15 8,24 13,1014.5,0.0,2023-03-14
4:30 pm,26.1,24.1,47,SSW,17 9,28 15,1014.2,0.0,2023-03-14
